"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia AYABACA",,,,,,,,
"Hogares (001)",30035,21085,3826,1348,60,827,190,7921
"Ocupantes presentes (002)",137605,100532,16884,6086,275,3724,858,32592
"Casa independiente",,,,,,,,
"Hogares (004)",29425,20704,3791,1340,58,819,185,7707
"Ocupantes presentes (005)",135027,98704,16751,6054,268,3693,846,31882
"Departamento en edificio",,,,,,,,
"Hogares (007)",2,2,2,2,,1,2,
"Ocupantes presentes (008)",4,4,4,4,,3,4,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",25,8,8,1,,1,,10
"Ocupantes presentes (011)",76,28,24,4,,2,,28
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",28,14,6,3,2,4,3,10
"Ocupantes presentes (014)",79,40,16,11,7,12,8,30
"Choza o cabaña",,,,,,,,
"Hogares (016)",533,343,17,2,,2,,188
"Ocupantes presentes (017)",2342,1707,83,13,,14,,630
"Vivienda improvisada",,,,,,,,
"Hogares (019)",2,,1,,,,,1
"Ocupantes presentes (020)",10,,4,,,,,6
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",17,13,,,,,,4
"Ocupantes presentes (023)",59,48,,,,,,11
"Otro tipo",,,,,,,,
"Hogares (025)",3,1,1,,,,,1
"Ocupantes presentes (026)",8,1,2,,,,,5
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",3765,2585,2049,795,49,467,168,665
"Ocupantes presentes (029)",15093,10573,8667,3505,216,2083,767,2393
"Casa independiente",,,,,,,,
"Hogares (031)",3705,2560,2031,789,47,461,163,643
"Ocupantes presentes (032)",14916,10500,8617,3486,209,2066,755,2324
"Departamento en edificio",,,,,,,,
"Hogares (034)",2,2,2,2,,1,2,
"Ocupantes presentes (035)",4,4,4,4,,3,4,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",25,8,8,1,,1,,10
"Ocupantes presentes (038)",76,28,24,4,,2,,28
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",28,14,6,3,2,4,3,10
"Ocupantes presentes (041)",79,40,16,11,7,12,8,30
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",2,,1,,,,,1
"Ocupantes presentes (047)",10,,4,,,,,6
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
"Hogares (052)",3,1,1,,,,,1
"Ocupantes presentes (053)",8,1,2,,,,,5
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",26270,18500,1777,553,11,360,22,7256
"Ocupantes presentes (056)",122512,89959,8217,2581,59,1641,91,30199
"Casa independiente",,,,,,,,
"Hogares (058)",25720,18144,1760,551,11,358,22,7064
"Ocupantes presentes (059)",120111,88204,8134,2568,59,1627,91,29558
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",533,343,17,2,,2,,188
"Ocupantes presentes (071)",2342,1707,83,13,,14,,630
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",17,13,,,,,,4
"Ocupantes presentes (077)",59,48,,,,,,11
"Otro tipo",,,,,,,,
