"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUAURA (000)",95871,47364,5749,1366,37788,1595,30,176,9,1794
"Hombres (001)",35705,23590,3530,808,5897,734,20,103,8,1015
"Mujeres (002)",60166,23774,2219,558,31891,861,10,73,1,779
"De 06 a 14 años (003)",33174,31781,,,844,307,1,20,,221
"Hombres (004)",16815,16168,,,367,151,1,12,,116
"Mujeres (005)",16359,15613,,,477,156,,8,,105
"De 15 a 29 años (006)",27462,15056,37,252,11442,,11,35,9,620
"Hombres (007)",9713,7247,15,139,1941,,5,22,8,336
"Mujeres (008)",17749,7809,22,113,9501,,6,13,1,284
"De 30 a 44 años (009)",11477,396,73,252,10380,,11,28,,337
"Hombres (010)",1620,132,26,144,1082,,10,13,,213
"Mujeres (011)",9857,264,47,108,9298,,1,15,,124
"De 45 a 64 años (012)",11810,108,1312,412,9563,18,3,42,,352
"Hombres (013)",2493,32,703,250,1254,7,2,27,,218
"Mujeres (014)",9317,76,609,162,8309,11,1,15,,134
"De 65 y más años (015)",11948,23,4327,450,5559,1270,4,51,,264
"Hombres (016)",5064,11,2786,275,1253,576,2,29,,132
"Mujeres (017)",6884,12,1541,175,4306,694,2,22,,132
,,,,,,,,,,
"AREA URBANA (018)",82718,41093,5288,1076,32078,1410,28,151,9,1585
"Hombres (019)",31196,20424,3244,587,5305,636,18,87,8,887
"Mujeres (020)",51522,20669,2044,489,26773,774,10,64,1,698
"De 06 a 14 años (021)",28390,27166,,,770,257,1,16,,180
"Hombres (022)",14364,13790,,,342,125,1,10,,96
"Mujeres (023)",14026,13376,,,428,132,,6,,84
"De 15 a 29 años (024)",23811,13445,35,184,9528,,10,30,9,570
"Hombres (025)",8659,6476,15,89,1746,,4,18,8,303
"Mujeres (026)",15152,6969,20,95,7782,,6,12,1,267
"De 30 a 44 años (027)",9753,362,69,185,8800,,10,28,,299
"Hombres (028)",1402,120,25,90,961,,9,13,,184
"Mujeres (029)",8351,242,44,95,7839,,1,15,,115
"De 45 a 64 años (030)",10164,100,1232,345,8124,14,3,38,,308
"Hombres (031)",2228,29,663,197,1119,5,2,24,,189
"Mujeres (032)",7936,71,569,148,7005,9,1,14,,119
"De 65 y más años (033)",10600,20,3952,362,4856,1139,4,39,,228
"Hombres (034)",4543,9,2541,211,1137,506,2,22,,115
"Mujeres (035)",6057,11,1411,151,3719,633,2,17,,113
,,,,,,,,,,
"AREA RURAL (036)",13153,6271,461,290,5710,185,2,25,,209
"Hombres (037)",4509,3166,286,221,592,98,2,16,,128
"Mujeres (038)",8644,3105,175,69,5118,87,,9,,81
"De 06 a 14 años (039)",4784,4615,,,74,50,,4,,41
"Hombres (040)",2451,2378,,,25,26,,2,,20
"Mujeres (041)",2333,2237,,,49,24,,2,,21
"De 15 a 29 años (042)",3651,1611,2,68,1914,,1,5,,50
"Hombres (043)",1054,771,,50,195,,1,4,,33
"Mujeres (044)",2597,840,2,18,1719,,,1,,17
"De 30 a 44 años (045)",1724,34,4,67,1580,,1,,,38
"Hombres (046)",218,12,1,54,121,,1,,,29
"Mujeres (047)",1506,22,3,13,1459,,,,,9
"De 45 a 64 años (048)",1646,8,80,67,1439,4,,4,,44
"Hombres (049)",265,3,40,53,135,2,,3,,29
"Mujeres (050)",1381,5,40,14,1304,2,,1,,15
"De 65 y más años (051)",1348,3,375,88,703,131,,12,,36
"Hombres (052)",521,2,245,64,116,70,,7,,17
"Mujeres (053)",827,1,130,24,587,61,,5,,19
