"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MARISCAL NIETO (000)",20556,140,485,1299,2556,3826,5473,6777
"De 12 a 14 años (001)",24,,,,,,1,23
"De 15 a 19 años (002)",347,,,,,,203,144
"De 20 a 24 años (003)",1859,,,,,5,939,915
"De 25 a 29 años (004)",2633,,,,,174,1406,1053
"De 30 a 34 años (005)",2660,,,,1,512,1286,861
"De 35 a 39 años (006)",2785,,,,60,904,1016,805
"De 40 a 44 años (007)",2311,,,,278,966,467,600
"De 45 a 49 años (008)",1872,,,18,559,691,133,471
"De 50 y más años (009)",6065,140,485,1281,1658,574,22,1905
"PEA (010)",10884,17,100,495,1381,2467,2880,3544
"De 12 a 14 años (011)",4,,,,,,,4
"De 15 a 19 años (012)",120,,,,,,67,53
"De 20 a 24 años (013)",824,,,,,5,400,419
"De 25 a 29 años (014)",1464,,,,,106,729,629
"De 30 a 34 años (015)",1568,,,,,334,701,533
"De 35 a 39 años (016)",1751,,,,46,586,611,508
"De 40 a 44 años (017)",1501,,,,179,646,282,394
"De 45 a 49 años (018)",1194,,,11,351,467,76,289
"De 50 y más años (019)",2458,17,100,484,805,323,14,715
"Ocupada (020)",9907,17,100,481,1315,2241,2541,3212
"De 12 a 14 años (021)",3,,,,,,,3
"De 15 a 19 años (022)",105,,,,,,61,44
"De 20 a 24 años (023)",693,,,,,5,327,361
"De 25 a 29 años (024)",1249,,,,,88,610,551
"De 30 a 34 años (025)",1388,,,,,287,635,466
"De 35 a 39 años (026)",1602,,,,43,531,564,464
"De 40 a 44 años (027)",1385,,,,170,588,258,369
"De 45 a 49 años (028)",1115,,,11,328,436,72,268
"De 50 y más años (029)",2367,17,100,470,774,306,14,686
"Desocupada (030)",977,,,14,66,226,339,332
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",15,,,,,,6,9
"De 20 a 24 años (033)",131,,,,,,73,58
"De 25 a 29 años (034)",215,,,,,18,119,78
"De 30 a 34 años (035)",180,,,,,47,66,67
"De 35 a 39 años (036)",149,,,,3,55,47,44
"De 40 a 44 años (037)",116,,,,9,58,24,25
"De 45 a 49 años (038)",79,,,,23,31,4,21
"De 50 y más años (039)",91,,,14,31,17,,29
"No PEA (040)",9672,123,385,804,1175,1359,2593,3233
"De 12 a 14 años (041)",20,,,,,,1,19
"De 15 a 19 años (042)",227,,,,,,136,91
"De 20 a 24 años (043)",1035,,,,,,539,496
"De 25 a 29 años (044)",1169,,,,,68,677,424
"De 30 a 34 años (045)",1092,,,,1,178,585,328
"De 35 a 39 años (046)",1034,,,,14,318,405,297
