"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PICOTA (000)",27178,3310,2084,972,20862
"Conviviente (001)",9078,674,561,269,7590
"Separado(a) (002)",461,30,20,16,395
"Casado(a) (003)",8423,455,907,396,6689
"Viudo(a) (004)",643,32,21,24,566
"Divorciado(a) (005)",47,4,3,1,39
"Soltero(a) (006)",8526,2115,572,266,5583
"Hombres (008)",14596,1535,1065,556,11471
"Conviviente (009)",4499,188,260,151,3911
"Separado(a) (010)",217,9,10,10,188
"Casado(a) (011)",4246,179,479,229,3375
"Viudo(a) (012)",160,6,3,5,146
"Divorciado(a) (013)",31,3,,,28
"Soltero(a) (014)",5443,1150,313,161,3823
"Mujeres (016)",12582,1775,1019,416,9391
"Conviviente (017)",4579,486,301,118,3679
"Separado(a) (018)",244,21,10,6,207
"Casado(a) (019)",4177,276,428,167,3314
"Viudo(a) (020)",483,26,18,19,420
"Divorciado(a) (021)",16,1,3,1,11
"Soltero(a) (022)",3083,965,259,105,1760
,,,,,
"URBANA (024)",17561,2214,1882,825,12685
"Conviviente (025)",5566,404,492,212,4472
"Separado(a) (026)",294,22,18,14,240
"Casado(a) (027)",5621,286,819,347,4190
"Viudo(a) (028)",445,21,18,19,387
"Divorciado(a) (029)",32,4,3,1,24
"Soltero(a) (030)",5603,1477,532,232,3372
"Hombres (032)",9203,1012,965,468,6784
"Conviviente (033)",2748,109,237,122,2289
"Separado(a) (034)",135,8,10,9,108
"Casado(a) (035)",2825,110,428,201,2099
"Viudo(a) (036)",101,2,3,3,93
"Divorciado(a) (037)",18,3,,,15
"Soltero(a) (038)",3376,780,287,133,2180
"Mujeres (040)",8358,1202,917,357,5901
"Conviviente (041)",2818,295,255,90,2183
"Separado(a) (042)",159,14,8,5,132
"Casado(a) (043)",2796,176,391,146,2091
"Viudo(a) (044)",344,19,15,16,294
"Divorciado(a) (045)",14,1,3,1,9
"Soltero(a) (046)",2227,697,245,99,1192
,,,,,
"RURAL (048)",9617,1096,202,147,8177
"Conviviente (049)",3512,270,69,57,3118
"Separado(a) (050)",167,8,2,2,155
"Casado(a) (051)",2802,169,88,49,2499
"Viudo(a) (052)",198,11,3,5,179
"Divorciado(a) (053)",15,,,,15
"Soltero(a) (054)",2923,638,40,34,2211
"Hombres (056)",5393,523,100,88,4687
"Conviviente (057)",1751,79,23,29,1622
"Separado(a) (058)",82,1,,1,80
"Casado(a) (059)",1421,69,51,28,1276
"Viudo(a) (060)",59,4,,2,53
"Divorciado(a) (061)",13,,,,13
"Soltero(a) (062)",2067,370,26,28,1643
"Mujeres (064)",4224,573,102,59,3490
"Conviviente (065)",1761,191,46,28,1496
"Separado(a) (066)",85,7,2,1,75
"Casado(a) (067)",1381,100,37,21,1223
"Viudo(a) (068)",139,7,3,3,126
"Divorciado(a) (069)",2,,,,2
"Soltero(a) (070)",856,268,14,6,568
