"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHUCUITO (000)",119280,5245,28023,24936,19064,14361,10557,7562,9532
"Quechua (001)",673,7,43,138,179,122,87,49,48
"Aymara (002)",86305,2557,15954,16218,14360,11872,9375,6951,9018
"Ashaninca (003)",170,9,25,35,33,16,19,13,20
"Otra lengua nativa (004)",33,2,11,8,4,4,2,2,
"Castellano (005)",31964,2656,11959,8506,4462,2333,1067,539,442
"Idioma extranjero (006)",8,1,,1,1,4,,,1
"Es sordomudo/a (007)",127,13,31,30,25,10,7,8,3
"Hombres (009)",60849,2671,14387,12772,9698,7298,5400,3845,4778
"Quechua (010)",353,4,24,60,94,66,52,27,26
"Aymara (011)",43364,1288,8143,8222,7187,5885,4680,3473,4486
"Ashaninca (012)",98,6,14,25,22,5,10,6,10
"Otra lengua nativa (013)",15,,6,5,1,2,1,,
"Castellano (014)",16954,1365,6184,4444,2386,1333,654,335,253
"Idioma extranjero (015)",5,1,,,1,3,,,
"Es sordomudo/a (016)",60,7,16,16,7,4,3,4,3
"Mujeres (018)",58431,2574,13636,12164,9366,7063,5157,3717,4754
"Quechua (019)",320,3,19,78,85,56,35,22,22
"Aymara (020)",42941,1269,7811,7996,7173,5987,4695,3478,4532
"Ashaninca (021)",72,3,11,10,11,11,9,7,10
"Otra lengua nativa (022)",18,2,5,3,3,2,1,2,
"Castellano (023)",15010,1291,5775,4062,2076,1000,413,204,189
"Idioma extranjero (024)",3,,,1,,1,,,1
"Es sordomudo/a (025)",67,6,15,14,18,6,4,4,
,,,,,,,,,
"URBANA (027)",33806,1457,7588,8047,6184,4493,2862,1611,1564
"Quechua (028)",381,2,12,71,115,75,54,23,29
"Aymara (029)",15303,215,1616,3000,3084,2829,2092,1232,1235
"Ashaninca (030)",35,1,3,6,9,2,6,4,4
"Otra lengua nativa (031)",15,1,6,3,2,2,1,,
"Castellano (032)",18050,1236,5948,4964,2967,1580,709,352,294
"Idioma extranjero (033)",8,1,,1,1,4,,,1
"Es sordomudo/a (034)",14,1,3,2,6,1,,,1
"Hombres (036)",17611,742,3895,4153,3268,2345,1524,871,813
"Quechua (037)",217,1,8,36,66,44,35,14,13
"Aymara (038)",7838,101,829,1565,1601,1393,1066,642,641
"Ashaninca (039)",20,1,1,4,6,,4,2,2
"Otra lengua nativa (040)",5,,3,,1,,1,,
"Castellano (041)",9522,637,3053,2547,1593,905,418,213,156
"Idioma extranjero (042)",5,1,,,1,3,,,
"Es sordomudo/a (043)",4,1,1,1,,,,,1
"Mujeres (045)",16195,715,3693,3894,2916,2148,1338,740,751
"Quechua (046)",164,1,4,35,49,31,19,9,16
"Aymara (047)",7465,114,787,1435,1483,1436,1026,590,594
"Ashaninca (048)",15,,2,2,3,2,2,2,2
"Otra lengua nativa (049)",10,1,3,3,1,2,,,
"Castellano (050)",8528,599,2895,2417,1374,675,291,139,138
"Idioma extranjero (051)",3,,,1,,1,,,1
"Es sordomudo/a (052)",10,,2,1,6,1,,,
,,,,,,,,,
"RURAL (054)",85474,3788,20435,16889,12880,9868,7695,5951,7968
"Quechua (055)",292,5,31,67,64,47,33,26,19
"Aymara (056)",71002,2342,14338,13218,11276,9043,7283,5719,7783
"Ashaninca (057)",135,8,22,29,24,14,13,9,16
"Otra lengua nativa (058)",18,1,5,5,2,2,1,2,
"Castellano (059)",13914,1420,6011,3542,1495,753,358,187,148
"Es sordomudo/a (061)",113,12,28,28,19,9,7,8,2
"Hombres (063)",43238,1929,10492,8619,6430,4953,3876,2974,3965
"Quechua (064)",136,3,16,24,28,22,17,13,13
"Aymara (065)",35526,1187,7314,6657,5586,4492,3614,2831,3845
"Ashaninca (066)",78,5,13,21,16,5,6,4,8
"Otra lengua nativa (067)",10,,3,5,,2,,,
"Castellano (068)",7432,728,3131,1897,793,428,236,122,97
"Es sordomudo/a (070)",56,6,15,15,7,4,3,4,2
"Mujeres (072)",42236,1859,9943,8270,6450,4915,3819,2977,4003
"Quechua (073)",156,2,15,43,36,25,16,13,6
"Aymara (074)",35476,1155,7024,6561,5690,4551,3669,2888,3938
"Ashaninca (075)",57,3,9,8,8,9,7,5,8
"Otra lengua nativa (076)",8,1,2,,2,,1,2,
"Castellano (077)",6482,692,2880,1645,702,325,122,65,51
"Es sordomudo/a (079)",57,6,13,13,12,5,4,4,
