"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia AREQUIPA (000)",418581,222022,25670,4533,147140,6224,591,972,362,11067
"Hombres (001)",164304,111553,15389,2170,25630,2643,304,506,324,5785
"Mujeres (002)",254277,110469,10281,2363,121510,3581,287,466,38,5282
"De 06 a 14 años (003)",133988,129340,,,2676,994,6,66,,906
"Hombres (004)",68031,65745,,,1296,512,3,32,,443
"Mujeres (005)",65957,63595,,,1380,482,3,34,,463
"De 15 a 29 años (006)",132132,89809,213,824,37059,,171,209,361,3486
"Hombres (007)",55193,44584,100,359,7818,,85,118,323,1806
"Mujeres (008)",76939,45225,113,465,29241,,86,91,38,1680
"De 30 a 44 años (009)",49560,2361,376,795,43406,,120,203,1,2298
"Hombres (010)",7657,1025,156,326,4700,,69,111,1,1269
"Mujeres (011)",41903,1336,220,469,38706,,51,92,,1029
"De 45 a 64 años (012)",51836,446,7273,1251,40155,124,226,216,,2145
"Hombres (013)",11981,173,3823,609,5864,61,111,129,,1211
"Mujeres (014)",39855,273,3450,642,34291,63,115,87,,934
"De 65 y más años (015)",51065,66,17808,1663,23844,5106,68,278,,2232
"Hombres (016)",21442,26,11310,876,5952,2070,36,116,,1056
"Mujeres (017)",29623,40,6498,787,17892,3036,32,162,,1176
,,,,,,,,,,
"AREA URBANA (018)",409183,217280,25521,4305,143379,6079,576,941,259,10843
"Hombres (019)",160587,109117,15281,2028,24948,2553,295,489,222,5654
"Mujeres (020)",248596,108163,10240,2277,118431,3526,281,452,37,5189
"De 06 a 14 años (021)",130514,125998,,,2609,964,5,61,,877
"Hombres (022)",66256,64044,,,1259,493,2,29,,429
"Mujeres (023)",64258,61954,,,1350,471,3,32,,448
"De 15 a 29 años (024)",129573,88432,213,801,36081,,162,206,258,3420
"Hombres (025)",54140,43860,100,352,7637,,81,116,221,1773
"Mujeres (026)",75433,44572,113,449,28444,,81,90,37,1647
"De 30 a 44 años (027)",48423,2344,373,767,42371,,116,198,1,2253
"Hombres (028)",7461,1016,156,311,4565,,66,108,1,1238
"Mujeres (029)",40962,1328,217,456,37806,,50,90,,1015
"De 45 a 64 años (030)",50681,441,7226,1201,39160,122,226,207,,2098
"Hombres (031)",11720,171,3795,576,5701,59,111,124,,1183
"Mujeres (032)",38961,270,3431,625,33459,63,115,83,,915
"De 65 y más años (033)",49992,65,17709,1536,23158,4993,67,269,,2195
"Hombres (034)",21010,26,11230,789,5786,2001,35,112,,1031
"Mujeres (035)",28982,39,6479,747,17372,2992,32,157,,1164
,,,,,,,,,,
"AREA RURAL (036)",9398,4742,149,228,3761,145,15,31,103,224
"Hombres (037)",3717,2436,108,142,682,90,9,17,102,131
"Mujeres (038)",5681,2306,41,86,3079,55,6,14,1,93
"De 06 a 14 años (039)",3474,3342,,,67,30,1,5,,29
"Hombres (040)",1775,1701,,,37,19,1,3,,14
"Mujeres (041)",1699,1641,,,30,11,,2,,15
"De 15 a 29 años (042)",2559,1377,,23,978,,9,3,103,66
"Hombres (043)",1053,724,,7,181,,4,2,102,33
"Mujeres (044)",1506,653,,16,797,,5,1,1,33
"De 30 a 44 años (045)",1137,17,3,28,1035,,4,5,,45
"Hombres (046)",196,9,,15,135,,3,3,,31
"Mujeres (047)",941,8,3,13,900,,1,2,,14
"De 45 a 64 años (048)",1155,5,47,50,995,2,,9,,47
"Hombres (049)",261,2,28,33,163,2,,5,,28
"Mujeres (050)",894,3,19,17,832,,,4,,19
"De 65 y más años (051)",1073,1,99,127,686,113,1,9,,37
"Hombres (052)",432,,80,87,166,69,1,4,,25
"Mujeres (053)",641,1,19,40,520,44,,5,,12
