"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PUNO (000)",178516,23832,34733,35796,28459,21786,33910
"Católica (001)",150293,20105,28938,30494,24539,18516,27701
"Cristiana/Evangélica (002)",11462,1473,2220,2105,1587,1387,2690
"Otra (003)",11198,1436,2172,1981,1571,1375,2663
"Ninguna (004)",5563,818,1403,1216,762,508,856
"Hombres (006)",86914,12279,17342,17189,13384,10412,16308
"Católica (007)",72974,10322,14353,14492,11536,8854,13417
"Cristiana/Evangélica (008)",5370,770,1089,995,694,615,1207
"Otra (009)",5309,711,1050,951,711,636,1250
"Ninguna (010)",3261,476,850,751,443,307,434
"Mujeres (012)",91602,11553,17391,18607,15075,11374,17602
"Católica (013)",77319,9783,14585,16002,13003,9662,14284
"Cristiana/Evangélica (014)",6092,703,1131,1110,893,772,1483
"Otra (015)",5889,725,1122,1030,860,739,1413
"Ninguna (016)",2302,342,553,465,319,201,422
,,,,,,,
"URBANA (018)",107172,14158,22798,24014,18394,13323,14485
"Católica (019)",91497,12036,18963,20551,16032,11607,12308
"Cristiana/Evangélica (020)",6331,861,1429,1353,949,776,963
"Otra (021)",6151,855,1486,1302,934,678,896
"Ninguna (022)",3193,406,920,808,479,262,318
"Hombres (024)",51998,7218,11447,11390,8512,6435,6996
"Católica (025)",44026,6072,9428,9594,7394,5584,5954
"Cristiana/Evangélica (026)",2979,455,717,637,402,351,417
"Otra (027)",2948,441,716,624,417,322,428
"Ninguna (028)",2045,250,586,535,299,178,197
"Mujeres (030)",55174,6940,11351,12624,9882,6888,7489
"Católica (031)",47471,5964,9535,10957,8638,6023,6354
"Cristiana/Evangélica (032)",3352,406,712,716,547,425,546
"Otra (033)",3203,414,770,678,517,356,468
"Ninguna (034)",1148,156,334,273,180,84,121
,,,,,,,
"RURAL (036)",71344,9674,11935,11782,10065,8463,19425
"Católica (037)",58796,8069,9975,9943,8507,6909,15393
"Cristiana/Evangélica (038)",5131,612,791,752,638,611,1727
"Otra (039)",5047,581,686,679,637,697,1767
"Ninguna (040)",2370,412,483,408,283,246,538
"Hombres (042)",34916,5061,5895,5799,4872,3977,9312
"Católica (043)",28948,4250,4925,4898,4142,3270,7463
"Cristiana/Evangélica (044)",2391,315,372,358,292,264,790
"Otra (045)",2361,270,334,327,294,314,822
"Ninguna (046)",1216,226,264,216,144,129,237
"Mujeres (048)",36428,4613,6040,5983,5193,4486,10113
"Católica (049)",29848,3819,5050,5045,4365,3639,7930
"Cristiana/Evangélica (050)",2740,297,419,394,346,347,937
"Otra (051)",2686,311,352,352,343,383,945
"Ninguna (052)",1154,186,219,192,139,117,301
