"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PICOTA",,,,,,,,,
"Viviendas particulares (001)",3544,1671,759,49,184,44,5,,832
"Ocupantes presentes (002)",15635,7360,3358,222,756,192,19,,3728
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3457,1609,741,49,184,42,5,,827
"Ocupantes presentes (005)",15314,7155,3273,222,756,186,19,,3703
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",42,27,14,,,,,,1
"Ocupantes presentes (011)",155,79,72,,,,,,4
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",8,6,2,,,,,,
"Ocupantes presentes (014)",20,12,8,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",27,25,2,,,,,,
"Ocupantes presentes (020)",103,98,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,4,,,,2,,,4
"Ocupantes presentes (023)",43,16,,,,6,,,21
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3052,1464,663,29,172,44,5,,675
"Ocupantes presentes (029)",13454,6479,2935,123,699,192,19,,3007
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2965,1402,645,29,172,42,5,,670
"Ocupantes presentes (032)",13133,6274,2850,123,699,186,19,,2982
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",42,27,14,,,,,,1
"Ocupantes presentes (038)",155,79,72,,,,,,4
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",8,6,2,,,,,,
"Ocupantes presentes (041)",20,12,8,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",27,25,2,,,,,,
"Ocupantes presentes (047)",103,98,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",10,4,,,,2,,,4
"Ocupantes presentes (050)",43,16,,,,6,,,21
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",492,207,96,20,12,,,,157
"Ocupantes presentes (056)",2181,881,423,99,57,,,,721
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",492,207,96,20,12,,,,157
"Ocupantes presentes (059)",2181,881,423,99,57,,,,721
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
