"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHEPEN (000)",26545,4940,10212,9143,671,973,606
"Conviviente (001)",9206,1154,4228,3168,243,273,140
"Separado(a) (002)",1397,259,468,521,18,17,114
"Casado(a) (003)",7976,1791,2383,3204,286,244,68
"Viudo(a) (004)",581,64,157,296,27,11,26
"Divorciado(a) (005)",107,36,22,43,3,1,2
"Soltero(a) (006)",7278,1636,2954,1911,94,427,256
"Hombres (008)",18923,2672,8552,6572,604,507,16
"Conviviente (009)",7029,741,3543,2430,226,83,6
"Separado(a) (010)",523,60,234,209,14,6,
"Casado(a) (011)",5792,1041,2068,2364,258,58,3
"Viudo(a) (012)",255,20,88,121,19,7,
"Divorciado(a) (013)",59,17,15,25,2,,
"Soltero(a) (014)",5265,793,2604,1423,85,353,7
"Mujeres (016)",7622,2268,1660,2571,67,466,590
"Conviviente (017)",2177,413,685,738,17,190,134
"Separado(a) (018)",874,199,234,312,4,11,114
"Casado(a) (019)",2184,750,315,840,28,186,65
"Viudo(a) (020)",326,44,69,175,8,4,26
"Divorciado(a) (021)",48,19,7,18,1,1,2
"Soltero(a) (022)",2013,843,350,488,9,74,249
,,,,,,,
"URBANA (024)",22212,4760,7537,8046,592,706,571
"Conviviente (025)",7530,1095,3153,2714,217,215,136
"Separado(a) (026)",1218,252,361,473,15,12,105
"Casado(a) (027)",6834,1739,1750,2830,243,208,64
"Viudo(a) (028)",520,64,123,273,25,11,24
"Divorciado(a) (029)",94,34,15,40,3,1,1
"Soltero(a) (030)",6016,1576,2135,1716,89,259,241
"Hombres (032)",15287,2552,6265,5615,526,313,16
"Conviviente (033)",5580,696,2608,2014,200,56,6
"Separado(a) (034)",439,57,183,184,11,4,
"Casado(a) (035)",4818,1008,1523,2024,216,44,3
"Viudo(a) (036)",219,20,67,108,17,7,
"Divorciado(a) (037)",52,16,11,23,2,,
"Soltero(a) (038)",4179,755,1873,1262,80,202,7
"Mujeres (040)",6925,2208,1272,2431,66,393,555
"Conviviente (041)",1950,399,545,700,17,159,130
"Separado(a) (042)",779,195,178,289,4,8,105
"Casado(a) (043)",2016,731,227,806,27,164,61
"Viudo(a) (044)",301,44,56,165,8,4,24
"Divorciado(a) (045)",42,18,4,17,1,1,1
"Soltero(a) (046)",1837,821,262,454,9,57,234
,,,,,,,
"RURAL (048)",4333,180,2675,1097,79,267,35
"Conviviente (049)",1676,59,1075,454,26,58,4
"Separado(a) (050)",179,7,107,48,3,5,9
"Casado(a) (051)",1142,52,633,374,43,36,4
"Viudo(a) (052)",61,,34,23,2,,2
"Divorciado(a) (053)",13,2,7,3,,,1
"Soltero(a) (054)",1262,60,819,195,5,168,15
"Hombres (056)",3636,120,2287,957,78,194,
"Conviviente (057)",1449,45,935,416,26,27,
"Separado(a) (058)",84,3,51,25,3,2,
"Casado(a) (059)",974,33,545,340,42,14,
"Viudo(a) (060)",36,,21,13,2,,
"Divorciado(a) (061)",7,1,4,2,,,
"Soltero(a) (062)",1086,38,731,161,5,151,
"Mujeres (064)",697,60,388,140,1,73,35
"Conviviente (065)",227,14,140,38,,31,4
"Separado(a) (066)",95,4,56,23,,3,9
"Casado(a) (067)",168,19,88,34,1,22,4
"Viudo(a) (068)",25,,13,10,,,2
"Divorciado(a) (069)",6,1,3,1,,,1
"Soltero(a) (070)",176,22,88,34,,17,15
