"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUAYTARA",,,,,,,
"Viviendas particulares (001)",6777,965,323,47,4142,638,662
"Ocupantes presentes (002)",21756,3059,1043,163,12734,2316,2441
"Casa independiente",,,,,,,
"Viviendas particulares (004)",5504,866,273,42,3617,201,505
"Ocupantes presentes (005)",17146,2731,888,143,10871,701,1812
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",6,2,,,3,1,
"Ocupantes presentes (008)",24,6,,,14,4,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",18,15,,,3,,
"Ocupantes presentes (011)",61,53,,,8,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",34,21,,1,10,1,1
"Ocupantes presentes (014)",105,59,,3,38,2,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1197,56,50,4,506,427,154
"Ocupantes presentes (017)",4387,197,155,17,1798,1598,622
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,,,,3,,
"Ocupantes presentes (020)",5,,,,5,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",11,4,,,,7,
"Ocupantes presentes (023)",18,8,,,,10,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,1,,,,1,2
"Ocupantes presentes (026)",10,5,,,,1,4
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1965,491,35,23,1164,27,225
"Ocupantes presentes (029)",6453,1563,116,84,3765,74,851
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1901,453,35,22,1145,23,223
"Ocupantes presentes (032)",6253,1445,116,81,3700,64,847
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",6,2,,,3,1,
"Ocupantes presentes (035)",24,6,,,14,4,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",18,15,,,3,,
"Ocupantes presentes (038)",61,53,,,8,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",34,21,,1,10,1,1
"Ocupantes presentes (041)",105,59,,3,38,2,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,,,,3,,
"Ocupantes presentes (047)",5,,,,5,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,,,,,2,
"Ocupantes presentes (050)",4,,,,,4,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,,,1
"Ocupantes presentes (053)",1,,,,,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4812,474,288,24,2978,611,437
"Ocupantes presentes (056)",15303,1496,927,79,8969,2242,1590
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3603,413,238,20,2472,178,282
"Ocupantes presentes (059)",10893,1286,772,62,7171,637,965
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1197,56,50,4,506,427,154
"Ocupantes presentes (071)",4387,197,155,17,1798,1598,622
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",9,4,,,,5,
"Ocupantes presentes (077)",14,8,,,,6,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,1,,,,1,1
"Ocupantes presentes (080)",9,5,,,,1,3
