"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ISLAY (000)",1426,206,1220
"De 14 a 29 años (001)",596,159,437
"De 30 a 44 años (002)",459,34,425
"De 45 a 64 años (003)",320,13,307
"De 65 y más años (004)",51,,51
"Hombres (005)",1012,117,895
"De 14 a 29 años (006)",398,96,302
"De 30 a 44 años (007)",332,17,315
"De 45 a 64 años (008)",239,4,235
"De 65 y más años (009)",43,,43
"Mujeres (010)",414,89,325
"De 14 a 29 años (011)",198,63,135
"De 30 a 44 años (012)",127,17,110
"De 45 a 64 años (013)",81,9,72
"De 65 y más años (014)",8,,8
,,,
"AREA URBANA (015)",1317,198,1119
"De 14 a 29 años (016)",559,152,407
"De 30 a 44 años (017)",414,34,380
"De 45 a 64 años (018)",297,12,285
"De 65 y más años (019)",47,,47
"Hombres (020)",932,110,822
"De 14 a 29 años (021)",372,90,282
"De 30 a 44 años (022)",298,17,281
"De 45 a 64 años (023)",223,3,220
"De 65 y más años (024)",39,,39
"Mujeres (025)",385,88,297
"De 14 a 29 años (026)",187,62,125
"De 30 a 44 años (027)",116,17,99
"De 45 a 64 años (028)",74,9,65
"De 65 y más años (029)",8,,8
,,,
"AREA RURAL (030)",109,8,101
"De 14 a 29 años (031)",37,7,30
"De 30 a 44 años (032)",45,,45
"De 45 a 64 años (033)",23,1,22
"De 65 y más años (034)",4,,4
"Hombres (035)",80,7,73
"De 14 a 29 años (036)",26,6,20
"De 30 a 44 años (037)",34,,34
"De 45 a 64 años (038)",16,1,15
"De 65 y más años (039)",4,,4
"Mujeres (040)",29,1,28
"De 14 a 29 años (041)",11,1,10
"De 30 a 44 años (042)",11,,11
"De 45 a 64 años (043)",7,,7
