"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SECHURA (000)",957,173,784
"De 14 a 29 años (001)",516,147,369
"De 30 a 44 años (002)",261,25,236
"De 45 a 64 años (003)",155,1,154
"De 65 y más años (004)",25,,25
"Hombres (005)",811,121,690
"De 14 a 29 años (006)",413,102,311
"De 30 a 44 años (007)",228,18,210
"De 45 a 64 años (008)",145,1,144
"De 65 y más años (009)",25,,25
"Mujeres (010)",146,52,94
"De 14 a 29 años (011)",103,45,58
"De 30 a 44 años (012)",33,7,26
"De 45 a 64 años (013)",10,,10
,,,
"AREA URBANA (015)",904,167,737
"De 14 a 29 años (016)",483,141,342
"De 30 a 44 años (017)",247,25,222
"De 45 a 64 años (018)",151,1,150
"De 65 y más años (019)",23,,23
"Hombres (020)",762,117,645
"De 14 a 29 años (021)",384,98,286
"De 30 a 44 años (022)",214,18,196
"De 45 a 64 años (023)",141,1,140
"De 65 y más años (024)",23,,23
"Mujeres (025)",142,50,92
"De 14 a 29 años (026)",99,43,56
"De 30 a 44 años (027)",33,7,26
"De 45 a 64 años (028)",10,,10
,,,
"AREA RURAL (030)",53,6,47
"De 14 a 29 años (031)",33,6,27
"De 30 a 44 años (032)",14,,14
"De 45 a 64 años (033)",4,,4
"De 65 y más años (034)",2,,2
"Hombres (035)",49,4,45
"De 14 a 29 años (036)",29,4,25
"De 30 a 44 años (037)",14,,14
"De 45 a 64 años (038)",4,,4
"De 65 y más años (039)",2,,2
"Mujeres (040)",4,2,2
"De 14 a 29 años (041)",4,2,2
