"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANTA (000)",79233,30285,4213,1505,43352
"Hombres (001)",39156,13971,1994,951,22319
"Mujeres (002)",40077,16314,2219,554,21033
"PEA (003)",29250,6588,2107,558,20046
"Hombres (004)",20117,4462,1122,365,14199
"Mujeres (005)",9133,2126,985,193,5847
"Ocupada (006)",27905,6199,2046,546,19163
"Hombres (007)",19171,4195,1088,357,13562
"Mujeres (008)",8734,2004,958,189,5601
"Desocupada (009)",1345,389,61,12,883
"Hombres (010)",946,267,34,8,637
"Mujeres (011)",399,122,27,4,246
"No PEA (012)",49983,23697,2106,947,23306
"Hombres (013)",19039,9509,872,586,8120
"Mujeres (014)",30944,14188,1234,361,15186
,,,,,
"URBANA (018)",37073,9133,3720,1252,23056
"Hombres (019)",17946,4138,1735,789,11342
"Mujeres (020)",19127,4995,1985,463,11714
"PEA (021)",14433,1910,1834,474,10252
"Hombres (022)",8776,1064,944,311,6480
"Mujeres (023)",5657,846,890,163,3772
"Ocupada (024)",13623,1765,1778,465,9652
"Hombres (025)",8250,973,913,304,6083
"Mujeres (026)",5373,792,865,161,3569
"Desocupada (027)",810,145,56,9,600
"Hombres (028)",526,91,31,7,397
"Mujeres (029)",284,54,25,2,203
"No PEA (030)",22640,7223,1886,778,12804
"Hombres (031)",9170,3074,791,478,4862
"Mujeres (032)",13470,4149,1095,300,7942
,,,,,
"RURAL (036)",42160,21152,493,253,20296
"Hombres (037)",21210,9833,259,162,10977
"Mujeres (038)",20950,11319,234,91,9319
"PEA (039)",14817,4678,273,84,9794
"Hombres (040)",11341,3398,178,54,7719
"Mujeres (041)",3476,1280,95,30,2075
"Ocupada (042)",14282,4434,268,81,9511
"Hombres (043)",10921,3222,175,53,7479
"Mujeres (044)",3361,1212,93,28,2032
"Desocupada (045)",535,244,5,3,283
"Hombres (046)",420,176,3,1,240
"Mujeres (047)",115,68,2,2,43
"No PEA (048)",27343,16474,220,169,10502
"Hombres (049)",9869,6435,81,108,3258
"Mujeres (050)",17474,10039,139,61,7244
