"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SANCHEZ CARRION (000)",32083,116,473,1439,2743,5523,15085,6704
"De 12 a 14 años (001)",52,,,,,,6,46
"De 15 a 19 años (002)",1125,,,,,,773,352
"De 20 a 24 años (003)",3900,,,,,15,2650,1235
"De 25 a 29 años (004)",4148,,,,,132,3099,917
"De 30 a 34 años (005)",4052,,,,1,377,3062,612
"De 35 a 39 años (006)",3908,,,,24,750,2634,500
"De 40 a 44 años (007)",3200,,,2,92,963,1736,407
"De 45 a 49 años (008)",2554,,,6,192,1151,907,298
"De 50 y más años (009)",9144,116,473,1431,2434,2135,218,2337
"PEA (010)",5497,5,45,170,460,1184,2198,1435
"De 12 a 14 años (011)",5,,,,,,1,4
"De 15 a 19 años (012)",119,,,,,,79,40
"De 20 a 24 años (013)",587,,,,,8,296,283
"De 25 a 29 años (014)",765,,,,,34,453,278
"De 30 a 34 años (015)",768,,,,1,98,505,164
"De 35 a 39 años (016)",834,,,,8,219,435,172
"De 40 a 44 años (017)",701,,,1,28,264,277,131
"De 45 a 49 años (018)",512,,,1,55,262,121,73
"De 50 y más años (019)",1206,5,45,168,368,299,31,290
"Ocupada (020)",5344,5,43,167,455,1169,2133,1372
"De 12 a 14 años (021)",5,,,,,,1,4
"De 15 a 19 años (022)",114,,,,,,75,39
"De 20 a 24 años (023)",550,,,,,8,283,259
"De 25 a 29 años (024)",731,,,,,34,438,259
"De 30 a 34 años (025)",742,,,,1,95,489,157
"De 35 a 39 años (026)",809,,,,8,211,426,164
"De 40 a 44 años (027)",692,,,1,28,262,271,130
"De 45 a 49 años (028)",505,,,1,53,260,119,72
"De 50 y más años (029)",1196,5,43,165,365,299,31,288
"Desocupada (030)",153,,2,3,5,15,65,63
"De 15 a 19 años (032)",5,,,,,,4,1
"De 20 a 24 años (033)",37,,,,,,13,24
"De 25 a 29 años (034)",34,,,,,,15,19
"De 30 a 34 años (035)",26,,,,,3,16,7
"De 35 a 39 años (036)",25,,,,,8,9,8
"De 40 a 44 años (037)",9,,,,,2,6,1
"De 45 a 49 años (038)",7,,,,2,2,2,1
"De 50 y más años (039)",10,,2,3,3,,,2
"No PEA (040)",26586,111,428,1269,2283,4339,12887,5269
"De 12 a 14 años (041)",47,,,,,,5,42
"De 15 a 19 años (042)",1006,,,,,,694,312
"De 20 a 24 años (043)",3313,,,,,7,2354,952
"De 25 a 29 años (044)",3383,,,,,98,2646,639
"De 30 a 34 años (045)",3284,,,,,279,2557,448
"De 35 a 39 años (046)",3074,,,,16,531,2199,328
