"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TAHUAMANU (000)",5541,58,1902,2176,1204,201
"Empleado (001)",1262,1,448,547,256,10
"Obrero (002)",2205,10,882,916,373,24
"Trabajador independiente (003)",1600,6,378,583,484,149
"Empleador o patrono (004)",100,,14,47,36,3
"Trabajador familiar no remunerado (005)",327,38,151,72,52,14
"Trabajador del hogar (006)",47,3,29,11,3,1
"Hombres (008)",4335,34,1433,1705,988,175
"Empleado (009)",864,,265,378,212,9
"Obrero (010)",1999,9,778,841,347,24
"Trabajador independiente (011)",1217,4,280,415,387,131
"Empleador o patrono (012)",82,,10,42,28,2
"Trabajador familiar no remunerado (013)",170,21,99,28,14,8
"Trabajador del hogar (014)",3,,1,1,,1
"Mujeres (016)",1206,24,469,471,216,26
"Empleado (017)",398,1,183,169,44,1
"Obrero (018)",206,1,104,75,26,
"Trabajador independiente (019)",383,2,98,168,97,18
"Empleador o patrono (020)",18,,4,5,8,1
"Trabajador familiar no remunerado (021)",157,17,52,44,38,6
"Trabajador del hogar (022)",44,3,28,10,3,
,,,,,,
"URBANA (024)",3848,42,1401,1559,758,88
"Empleado (025)",1132,1,402,492,227,10
"Obrero (026)",1613,10,649,693,248,13
"Trabajador independiente (027)",855,6,251,303,241,54
"Empleador o patrono (028)",54,,8,28,18,
"Trabajador familiar no remunerado (029)",154,22,66,35,21,10
"Trabajador del hogar (030)",40,3,25,8,3,1
"Hombres (032)",2924,22,1020,1195,613,74
"Empleado (033)",767,,236,337,185,9
"Obrero (034)",1453,9,569,632,230,13
"Trabajador independiente (035)",580,4,168,187,176,45
"Empleador o patrono (036)",39,,4,23,12,
"Trabajador familiar no remunerado (037)",82,9,42,15,10,6
"Trabajador del hogar (038)",3,,1,1,,1
"Mujeres (040)",924,20,381,364,145,14
"Empleado (041)",365,1,166,155,42,1
"Obrero (042)",160,1,80,61,18,
"Trabajador independiente (043)",275,2,83,116,65,9
"Empleador o patrono (044)",15,,4,5,6,
"Trabajador familiar no remunerado (045)",72,13,24,20,11,4
"Trabajador del hogar (046)",37,3,24,7,3,
,,,,,,
"RURAL (048)",1693,16,501,617,446,113
"Empleado (049)",130,,46,55,29,
"Obrero (050)",592,,233,223,125,11
"Trabajador independiente (051)",745,,127,280,243,95
"Empleador o patrono (052)",46,,6,19,18,3
"Trabajador familiar no remunerado (053)",173,16,85,37,31,4
"Trabajador del hogar (054)",7,,4,3,,
"Hombres (056)",1411,12,413,510,375,101
"Empleado (057)",97,,29,41,27,
"Obrero (058)",546,,209,209,117,11
"Trabajador independiente (059)",637,,112,228,211,86
"Empleador o patrono (060)",43,,6,19,16,2
"Trabajador familiar no remunerado (061)",88,12,57,13,4,2
"Mujeres (064)",282,4,88,107,71,12
"Empleado (065)",33,,17,14,2,
"Obrero (066)",46,,24,14,8,
"Trabajador independiente (067)",108,,15,52,32,9
"Empleador o patrono (068)",3,,,,2,1
"Trabajador familiar no remunerado (069)",85,4,28,24,27,2
"Trabajador del hogar (070)",7,,4,3,,
