"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia YAUYOS (000)",10322,8554,1768
"De 3 a 5 años (001)",1617,146,1471
"De 6 a 11 años (002)",3301,3053,248
"De 12 a 16 años (003)",2593,2572,21
"De 17 a 24 años (004)",2811,2783,28
"Hombres (005)",5517,4613,904
"De 3 a 5 años (006)",827,73,754
"De 6 a 11 años (007)",1710,1586,124
"De 12 a 16 años (008)",1358,1346,12
"De 17 a 24 años (009)",1622,1608,14
"Mujeres (010)",4805,3941,864
"De 3 a 5 años (011)",790,73,717
"De 6 a 11 años (012)",1591,1467,124
"De 12 a 16 años (013)",1235,1226,9
"De 17 a 24 años (014)",1189,1175,14
,,,
"URBANA (015)",6078,5090,988
"De 3 a 5 años (016)",942,89,853
"De 6 a 11 años (017)",1963,1846,117
"De 12 a 16 años (018)",1685,1676,9
"De 17 a 24 años (019)",1488,1479,9
"Hombres (020)",3173,2666,507
"De 3 a 5 años (021)",482,44,438
"De 6 a 11 años (022)",1020,963,57
"De 12 a 16 años (023)",880,874,6
"De 17 a 24 años (024)",791,785,6
"Mujeres (025)",2905,2424,481
"De 3 a 5 años (026)",460,45,415
"De 6 a 11 años (027)",943,883,60
"De 12 a 16 años (028)",805,802,3
"De 17 a 24 años (029)",697,694,3
,,,
"RURAL (030)",4244,3464,780
"De 3 a 5 años (031)",675,57,618
"De 6 a 11 años (032)",1338,1207,131
"De 12 a 16 años (033)",908,896,12
"De 17 a 24 años (034)",1323,1304,19
"Hombres (035)",2344,1947,397
"De 3 a 5 años (036)",345,29,316
"De 6 a 11 años (037)",690,623,67
"De 12 a 16 años (038)",478,472,6
"De 17 a 24 años (039)",831,823,8
"Mujeres (040)",1900,1517,383
"De 3 a 5 años (041)",330,28,302
"De 6 a 11 años (042)",648,584,64
"De 12 a 16 años (043)",430,424,6
"De 17 a 24 años (044)",492,481,11
