"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia EL COLLAO",,,,,,,,,
"Viviendas particulares (001)",26107,4281,676,441,26,15935,2921,1452,375
"Ocupantes presentes (002)",78773,14839,2226,1278,79,47394,8261,3771,925
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",25053,4220,660,439,25,15424,2540,1376,369
"Ocupantes presentes (005)",75981,14604,2168,1275,72,46108,7261,3581,912
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",16,11,5,,,,,,
"Ocupantes presentes (008)",50,36,14,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",26,19,4,,,,,3,
"Ocupantes presentes (011)",111,86,15,,,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",35,21,6,,,4,,4,
"Ocupantes presentes (014)",119,69,28,,,15,,7,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",951,,,1,1,498,381,64,6
"Ocupantes presentes (017)",2437,,,2,7,1254,1000,161,13
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,4,,,,1,,,
"Ocupantes presentes (020)",24,22,,,,2,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,6,1,,,8,,2,
"Ocupantes presentes (023)",42,22,1,,,15,,4,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,1,,,,3,
"Ocupantes presentes (026)",9,,,1,,,,8,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7139,4116,573,133,9,1711,64,369,164
"Ocupantes presentes (029)",23266,14377,1939,410,29,5061,147,933,370
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7047,4055,558,133,9,1704,64,360,164
"Ocupantes presentes (032)",22929,14142,1882,410,29,5037,147,912,370
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",16,11,5,,,,,,
"Ocupantes presentes (035)",50,36,14,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",26,19,4,,,,,3,
"Ocupantes presentes (038)",111,86,15,,,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",35,21,6,,,4,,4,
"Ocupantes presentes (041)",119,69,28,,,15,,7,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,4,,,,1,,,
"Ocupantes presentes (047)",24,22,,,,2,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",9,6,,,,2,,1,
"Ocupantes presentes (050)",32,22,,,,7,,3,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,1,
"Ocupantes presentes (053)",1,,,,,,,1,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",18968,165,103,308,17,14224,2857,1083,211
"Ocupantes presentes (056)",55507,462,287,868,50,42333,8114,2838,555
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",18006,165,102,306,16,13720,2476,1016,205
"Ocupantes presentes (059)",53052,462,286,865,43,41071,7114,2669,542
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",951,,,1,1,498,381,64,6
"Ocupantes presentes (071)",2437,,,2,7,1254,1000,161,13
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,,1,,,6,,1,
"Ocupantes presentes (077)",10,,1,,,8,,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,1,,,,2,
"Ocupantes presentes (080)",8,,,1,,,,7,
