"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARAL (000)",65686,14690,20295,23774,1813,3282,1832
"Conviviente (001)",21186,3546,7987,7928,506,789,430
"Separado(a) (002)",3419,723,866,1491,82,60,197
"Casado(a) (003)",19534,4634,4801,7988,810,1024,277
"Viudo(a) (004)",1504,170,373,756,74,57,74
"Divorciado(a) (005)",351,109,61,159,10,5,7
"Soltero(a) (006)",19692,5508,6207,5452,331,1347,847
"Hombres (008)",43291,8083,16078,16164,1423,1475,68
"Conviviente (009)",14781,2225,6216,5696,406,223,15
"Separado(a) (010)",1341,238,438,587,51,26,1
"Casado(a) (011)",13112,2738,3876,5554,670,259,15
"Viudo(a) (012)",590,56,183,290,40,18,3
"Divorciado(a) (013)",203,56,45,92,7,3,
"Soltero(a) (014)",13264,2770,5320,3945,249,946,34
"Mujeres (016)",22395,6607,4217,7610,390,1807,1764
"Conviviente (017)",6405,1321,1771,2232,100,566,415
"Separado(a) (018)",2078,485,428,904,31,34,196
"Casado(a) (019)",6422,1896,925,2434,140,765,262
"Viudo(a) (020)",914,114,190,466,34,39,71
"Divorciado(a) (021)",148,53,16,67,3,2,7
"Soltero(a) (022)",6428,2738,887,1507,82,401,813
,,,,,,,
"URBANA (024)",54132,13599,14405,20846,1222,2464,1596
"Conviviente (025)",17070,3267,5513,6951,348,609,382
"Separado(a) (026)",2937,673,638,1340,58,51,177
"Casado(a) (027)",16531,4355,3584,7003,535,806,248
"Viudo(a) (028)",1209,156,270,637,39,42,65
"Divorciado(a) (029)",321,104,49,151,9,2,6
"Soltero(a) (030)",16064,5044,4351,4764,233,954,718
"Hombres (032)",34859,7423,11606,13888,897,990,55
"Conviviente (033)",11746,2011,4411,4908,261,145,10
"Separado(a) (034)",1098,213,329,504,31,20,1
"Casado(a) (035)",10873,2572,2945,4743,413,187,13
"Viudo(a) (036)",449,51,124,239,20,12,3
"Divorciado(a) (037)",181,53,37,85,6,,
"Soltero(a) (038)",10512,2523,3760,3409,166,626,28
"Mujeres (040)",19273,6176,2799,6958,325,1474,1541
"Conviviente (041)",5324,1256,1102,2043,87,464,372
"Separado(a) (042)",1839,460,309,836,27,31,176
"Casado(a) (043)",5658,1783,639,2260,122,619,235
"Viudo(a) (044)",760,105,146,398,19,30,62
"Divorciado(a) (045)",140,51,12,66,3,2,6
"Soltero(a) (046)",5552,2521,591,1355,67,328,690
,,,,,,,
"RURAL (048)",11554,1091,5890,2928,591,818,236
"Conviviente (049)",4116,279,2474,977,158,180,48
"Separado(a) (050)",482,50,228,151,24,9,20
"Casado(a) (051)",3003,279,1217,985,275,218,29
"Viudo(a) (052)",295,14,103,119,35,15,9
"Divorciado(a) (053)",30,5,12,8,1,3,1
"Soltero(a) (054)",3628,464,1856,688,98,393,129
"Hombres (056)",8432,660,4472,2276,526,485,13
"Conviviente (057)",3035,214,1805,788,145,78,5
"Separado(a) (058)",243,25,109,83,20,6,
"Casado(a) (059)",2239,166,931,811,257,72,2
"Viudo(a) (060)",141,5,59,51,20,6,
"Divorciado(a) (061)",22,3,8,7,1,3,
"Soltero(a) (062)",2752,247,1560,536,83,320,6
"Mujeres (064)",3122,431,1418,652,65,333,223
"Conviviente (065)",1081,65,669,189,13,102,43
"Separado(a) (066)",239,25,119,68,4,3,20
"Casado(a) (067)",764,113,286,174,18,146,27
"Viudo(a) (068)",154,9,44,68,15,9,9
"Divorciado(a) (069)",8,2,4,1,,,1
"Soltero(a) (070)",876,217,296,152,15,73,123
