"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia EL COLLAO (000)",81059,1008,22632,21273,15050,13549,7547
"Hombres (001)",41148,493,11674,10928,7527,6783,3743
"Mujeres (002)",39911,515,10958,10345,7523,6766,3804
"Viviendas particulares (003)",78773,1001,22472,20220,14435,13181,7464
"Hombres (004)",39621,488,11591,10194,7110,6542,3696
"Mujeres (005)",39152,513,10881,10026,7325,6639,3768
"Viviendas colectivas (006)",690,3,1,383,220,81,2
"Hombres (007)",633,2,1,358,203,68,1
"Mujeres (008)",57,1,,25,17,13,1
"Otro tipo (009)",1596,4,159,670,395,287,81
"Hombres (010)",894,3,82,376,214,173,46
"Mujeres (011)",702,1,77,294,181,114,35
,,,,,,,
"URBANA (012)",25376,309,7037,7714,5590,3593,1133
"Hombres (013)",13040,154,3618,3934,2783,1963,588
"Mujeres (014)",12336,155,3419,3780,2807,1630,545
"Viviendas particulares (015)",23266,302,6877,6770,5029,3238,1050
"Hombres (016)",11684,149,3535,3308,2416,1735,541
"Mujeres (017)",11582,153,3342,3462,2613,1503,509
"Viviendas colectivas (018)",514,3,1,274,166,68,2
"Hombres (019)",462,2,1,250,153,55,1
"Mujeres (020)",52,1,,24,13,13,1
"Otro tipo (021)",1596,4,159,670,395,287,81
"Hombres (022)",894,3,82,376,214,173,46
"Mujeres (023)",702,1,77,294,181,114,35
,,,,,,,
"RURAL (024)",55683,699,15595,13559,9460,9956,6414
"Hombres (025)",28108,339,8056,6994,4744,4820,3155
"Mujeres (026)",27575,360,7539,6565,4716,5136,3259
"Viviendas particulares (027)",55507,699,15595,13450,9406,9943,6414
"Hombres (028)",27937,339,8056,6886,4694,4807,3155
"Mujeres (029)",27570,360,7539,6564,4712,5136,3259
"Viviendas colectivas (030)",176,,,109,54,13,
"Hombres (031)",171,,,108,50,13,
"Mujeres (032)",5,,,1,4,,
