"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHICLAYO (000)",588705,59316,136741,39970,354980
"Conviviente (001)",124096,15500,17056,5165,86627
"Separado(a) (002)",24167,2687,3945,1063,16529
"Casado(a) (003)",179962,12080,69046,16847,83290
"Viudo(a) (004)",21149,1389,8008,1530,10265
"Divorciado(a) (005)",2788,132,991,246,1443
"Soltero(a) (006)",236543,27528,37695,15119,156826
"Hombres (008)",279766,22773,63225,21469,173633
"Conviviente (009)",59068,4635,8544,2985,43044
"Separado(a) (010)",6104,331,1207,369,4220
"Casado(a) (011)",87013,4443,33275,9209,40915
"Viudo(a) (012)",5036,265,1957,390,2437
"Divorciado(a) (013)",1117,37,401,117,573
"Soltero(a) (014)",121428,13062,17841,8399,82444
"Mujeres (016)",308939,36543,73516,18501,181347
"Conviviente (017)",65028,10865,8512,2180,43583
"Separado(a) (018)",18063,2356,2738,694,12309
"Casado(a) (019)",92949,7637,35771,7638,42375
"Viudo(a) (020)",16113,1124,6051,1140,7828
"Divorciado(a) (021)",1671,95,590,129,870
"Soltero(a) (022)",115115,14466,19854,6720,74382
,,,,,
"URBANA (024)",551739,53441,131038,39003,330530
"Conviviente (025)",115452,13874,16296,5021,80509
"Separado(a) (026)",22909,2466,3812,1038,15649
"Casado(a) (027)",168221,10949,65959,16427,76172
"Viudo(a) (028)",19811,1277,7558,1482,9537
"Divorciado(a) (029)",2731,126,977,244,1408
"Soltero(a) (030)",222615,24749,36436,14791,147255
"Hombres (032)",260928,20452,60250,20909,160629
"Conviviente (033)",54800,4157,8112,2901,39768
"Separado(a) (034)",5755,309,1138,356,3974
"Casado(a) (035)",81167,4066,31684,8976,37258
"Viudo(a) (036)",4598,236,1804,366,2205
"Divorciado(a) (037)",1090,37,390,116,558
"Soltero(a) (038)",113518,11647,17122,8194,76866
"Mujeres (040)",290811,32989,70788,18094,169901
"Conviviente (041)",60652,9717,8184,2120,40741
"Separado(a) (042)",17154,2157,2674,682,11675
"Casado(a) (043)",87054,6883,34275,7451,38914
"Viudo(a) (044)",15213,1041,5754,1116,7332
"Divorciado(a) (045)",1641,89,587,128,850
"Soltero(a) (046)",109097,13102,19314,6597,70389
,,,,,
"RURAL (048)",36966,5875,5703,967,24450
"Conviviente (049)",8644,1626,760,144,6118
"Separado(a) (050)",1258,221,133,25,880
"Casado(a) (051)",11741,1131,3087,420,7118
"Viudo(a) (052)",1338,112,450,48,728
"Divorciado(a) (053)",57,6,14,2,35
"Soltero(a) (054)",13928,2779,1259,328,9571
"Hombres (056)",18838,2321,2975,560,13004
"Conviviente (057)",4268,478,432,84,3276
"Separado(a) (058)",349,22,69,13,246
"Casado(a) (059)",5846,377,1591,233,3657
"Viudo(a) (060)",438,29,153,24,232
"Divorciado(a) (061)",27,,11,1,15
"Soltero(a) (062)",7910,1415,719,205,5578
"Mujeres (064)",18128,3554,2728,407,11446
"Conviviente (065)",4376,1148,328,60,2842
"Separado(a) (066)",909,199,64,12,634
"Casado(a) (067)",5895,754,1496,187,3461
"Viudo(a) (068)",900,83,297,24,496
"Divorciado(a) (069)",30,6,3,1,20
"Soltero(a) (070)",6018,1364,540,123,3993
