"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia SUCRE (000)",7268,7096,172
"Hombres (001)",3470,3416,54
"Mujeres (002)",3798,3680,118
"De 18 a 29 años (003)",1658,1609,49
"Hombres (004)",806,781,25
"Mujeres (005)",852,828,24
"De 30 a 44 años (006)",2228,2216,12
"Hombres (007)",1135,1127,8
"Mujeres (008)",1093,1089,4
"De 45 a 64 años (009)",1943,1926,17
"Hombres (010)",916,910,6
"Mujeres (011)",1027,1016,11
"De 65 y más años (012)",1439,1345,94
"Hombres (013)",613,598,15
"Mujeres (014)",826,747,79
,,,
"URBANA (015)",4364,4261,103
"Hombres (016)",2068,2036,32
"Mujeres (017)",2296,2225,71
"De 18 a 29 años (018)",999,970,29
"Hombres (019)",485,468,17
"Mujeres (020)",514,502,12
"De 30 a 44 años (021)",1452,1446,6
"Hombres (022)",727,724,3
"Mujeres (023)",725,722,3
"De 45 a 64 años (024)",1106,1095,11
"Hombres (025)",526,522,4
"Mujeres (026)",580,573,7
"De 65 y más años (027)",807,750,57
"Hombres (028)",330,322,8
"Mujeres (029)",477,428,49
,,,
"RURAL (030)",2904,2835,69
"Hombres (031)",1402,1380,22
"Mujeres (032)",1502,1455,47
"De 18 a 29 años (033)",659,639,20
"Hombres (034)",321,313,8
"Mujeres (035)",338,326,12
"De 30 a 44 años (036)",776,770,6
"Hombres (037)",408,403,5
"Mujeres (038)",368,367,1
"De 45 a 64 años (039)",837,831,6
"Hombres (040)",390,388,2
"Mujeres (041)",447,443,4
"De 65 y más años (042)",632,595,37
"Hombres (043)",283,276,7
"Mujeres (044)",349,319,30
