"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia HUANTA",,,,,,,,
"Hogares (001)",23210,13805,5691,1663,252,1406,682,8304
"Ocupantes presentes (002)",92450,57813,24510,6938,1050,5941,2823,30159
"Casa independiente",,,,,,,,
"Hogares (004)",21508,13040,5497,1609,246,1375,658,7415
"Ocupantes presentes (005)",86245,54843,23671,6708,1026,5795,2722,27097
"Departamento en edificio",,,,,,,,
"Hogares (007)",33,30,26,11,2,11,13,2
"Ocupantes presentes (008)",123,112,106,48,6,52,56,6
"Vivienda en quinta",,,,,,,,
"Hogares (010)",139,91,82,25,4,15,6,25
"Ocupantes presentes (011)",522,338,326,95,18,67,21,103
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",92,60,36,9,,4,5,23
"Ocupantes presentes (014)",361,235,151,48,,25,24,94
"Choza o cabaña",,,,,,,,
"Hogares (016)",1357,543,38,6,,,,804
"Ocupantes presentes (017)",4877,2105,200,28,,,,2734
"Vivienda improvisada",,,,,,,,
"Hogares (019)",56,28,9,3,,,,23
"Ocupantes presentes (020)",220,124,50,11,,,,79
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",21,13,3,,,1,,8
"Ocupantes presentes (023)",92,56,6,,,2,,36
"Otro tipo",,,,,,,,
"Hogares (025)",4,,,,,,,4
"Ocupantes presentes (026)",10,,,,,,,10
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",10275,7189,4698,1560,246,1376,676,2168
"Ocupantes presentes (029)",42123,30290,20068,6477,1019,5818,2799,8135
"Casa independiente",,,,,,,,
"Hogares (031)",9946,6973,4542,1512,240,1345,652,2093
"Ocupantes presentes (032)",40866,29460,19429,6275,995,5672,2698,7843
"Departamento en edificio",,,,,,,,
"Hogares (034)",33,30,26,11,2,11,13,2
"Ocupantes presentes (035)",123,112,106,48,6,52,56,6
"Vivienda en quinta",,,,,,,,
"Hogares (037)",139,91,82,25,4,15,6,25
"Ocupantes presentes (038)",522,338,326,95,18,67,21,103
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",92,60,36,9,,4,5,23
"Ocupantes presentes (041)",361,235,151,48,,25,24,94
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",56,28,9,3,,,,23
"Ocupantes presentes (047)",220,124,50,11,,,,79
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",9,7,3,,,1,,2
"Ocupantes presentes (050)",31,21,6,,,2,,10
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",12935,6616,993,103,6,30,6,6136
"Ocupantes presentes (056)",50327,27523,4442,461,31,123,24,22024
"Casa independiente",,,,,,,,
"Hogares (058)",11562,6067,955,97,6,30,6,5322
"Ocupantes presentes (059)",45379,25383,4242,433,31,123,24,19254
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1357,543,38,6,,,,804
"Ocupantes presentes (071)",4877,2105,200,28,,,,2734
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",12,6,,,,,,6
"Ocupantes presentes (077)",61,35,,,,,,26
"Otro tipo",,,,,,,,
"Hogares (079)",4,,,,,,,4
"Ocupantes presentes (080)",10,,,,,,,10
