"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TARATA (000)",4267,89,1114,1298,1181,585
"Agric., ganadería, caza y silvicultura (001)",2684,78,540,693,852,521
"Pesca (002)",3,,1,2,,
"Explotación de minas y canteras (003)",3,,1,1,1,
"Industrias manufactureras (004)",59,,19,20,15,5
"Suministro de electricidad, gas y agua (005)",22,,10,9,2,1
"Construcción (006)",242,,119,82,37,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",261,4,68,87,81,21
"Venta, mant.y rep. veh.autom.y motoc. (008)",23,,6,13,4,
"Comercio al por mayor (009)",4,,2,,1,1
"Comercio al por menor (010)",234,4,60,74,76,20
"Hoteles y restaurantes (011)",99,2,32,26,35,4
"Trans., almac. y comunicaciones (012)",86,1,28,34,21,2
"Intermediación financiera (013)",1,,1,,,
"Activid.inmobil., empres. y alquileres (014)",44,,20,18,3,3
"Admin.pub. y defensa; p. segur.soc afil (015)",226,,88,90,45,3
"Enseñanza (016)",170,,24,100,45,1
"Servicios sociales y de salud (017)",54,,23,26,5,
"Otras activ. serv.comun.soc y personales (018)",22,,8,13,1,
"Hogares privados con servicio doméstico (019)",26,2,11,6,5,2
"Actividad economica no especificada (021)",46,,18,17,5,6
"Desocupado (022)",219,2,103,74,28,12
"Hombres (023)",2486,58,646,775,680,327
"Agric., ganadería, caza y silvicultura (024)",1544,54,313,405,481,291
"Pesca (025)",3,,1,2,,
"Explotación de minas y canteras (026)",3,,1,1,1,
"Industrias manufactureras (027)",43,,13,14,13,3
"Suministro de electricidad, gas y agua (028)",8,,3,2,2,1
"Construcción (029)",220,,107,74,35,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",97,,29,34,26,8
"Venta, mant.y rep. veh.autom.y motoc. (031)",21,,6,13,2,
"Comercio al por mayor (032)",1,,1,,,
"Comercio al por menor (033)",75,,22,21,24,8
"Hoteles y restaurantes (034)",13,1,4,2,4,2
"Trans., almac. y comunicaciones (035)",78,1,24,32,19,2
"Activid.inmobil., empres. y alquileres (037)",31,,13,14,1,3
"Admin.pub. y defensa; p. segur.soc afil (038)",162,,48,71,40,3
"Enseñanza (039)",75,,1,44,30,
"Servicios sociales y de salud (040)",18,,5,10,3,
"Otras activ. serv.comun.soc y personales (041)",13,,5,7,1,
"Hogares privados con servicio doméstico (042)",3,1,2,,,
"Actividad economica no especificada (044)",21,,8,10,3,
