"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MELGAR (000)",24305,359,6589,8456,6690,2211
"Agric., ganadería, caza y silvicultura (001)",13829,267,3436,4159,4156,1811
"Pesca (002)",10,,2,1,5,2
"Explotación de minas y canteras (003)",550,,142,303,100,5
"Industrias manufactureras (004)",887,12,327,310,188,50
"Suministro de electricidad, gas y agua (005)",30,,9,11,8,2
"Construcción (006)",1092,3,391,468,200,30
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2531,25,646,1061,659,140
"Venta, mant.y rep. veh.autom.y motoc. (008)",185,,79,60,40,6
"Comercio al por mayor (009)",105,1,29,50,23,2
"Comercio al por menor (010)",2241,24,538,951,596,132
"Hoteles y restaurantes (011)",539,11,183,195,124,26
"Trans., almac. y comunicaciones (012)",955,11,337,369,224,14
"Intermediación financiera (013)",16,,8,5,3,
"Activid.inmobil., empres. y alquileres (014)",319,,130,121,63,5
"Admin.pub. y defensa; p. segur.soc.afil (015)",750,,244,315,180,11
"Enseñanza (016)",1274,,191,646,427,10
"Servicios sociales y de salud (017)",362,,69,159,129,5
"Otras activ. serv.comun.soc y personales (018)",297,4,133,85,57,18
"Hogares privados con servicio doméstico (019)",212,22,109,41,30,10
"Actividad economica no especificada (021)",652,4,232,207,137,72
"Hombres (022)",14281,189,3801,4987,3979,1325
"Agric., ganadería, caza y silvicultura (023)",7828,147,1794,2337,2437,1113
"Pesca (024)",8,,1,,5,2
"Explotación de minas y canteras (025)",530,,134,292,99,5
"Industrias manufactureras (026)",609,7,247,210,113,32
"Suministro de electricidad, gas y agua (027)",26,,8,8,8,2
"Construcción (028)",1060,3,379,450,198,30
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",911,9,270,359,217,56
"Venta, mant.y rep. veh.autom.y motoc. (030)",162,,68,53,35,6
"Comercio al por mayor (031)",49,1,14,19,14,1
"Comercio al por menor (032)",700,8,188,287,168,49
"Hoteles y restaurantes (033)",116,4,65,26,17,4
"Trans., almac. y comunicaciones (034)",892,9,304,350,216,13
"Intermediación financiera (035)",11,,5,4,2,
"Activid.inmobil., empres. y alquileres (036)",250,,105,93,47,5
"Admin.pub. y defensa; p. segur.soc.afil (037)",525,,137,238,139,11
"Enseñanza (038)",807,,95,394,311,7
"Servicios sociales y de salud (039)",183,,30,71,80,2
"Otras activ. serv.comun.soc y personales (040)",150,1,83,34,19,13
