"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia URUBAMBA",,,,,,,,,
"Viviendas particulares (001)",7786,1137,447,333,730,103,122,109,4805
"Ocupantes presentes (002)",31645,4569,1868,1393,3151,402,554,451,19257
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7351,1131,432,319,699,95,116,107,4452
"Ocupantes presentes (005)",30370,4546,1815,1335,2998,372,536,445,18323
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",84,,1,5,3,2,2,1,70
"Ocupantes presentes (008)",238,,3,19,13,7,7,2,187
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",51,1,4,3,12,2,2,,27
"Ocupantes presentes (011)",162,3,12,7,41,2,9,,88
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",288,5,10,6,14,4,2,1,246
"Ocupantes presentes (014)",840,20,38,32,94,21,2,4,629
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,,,,,,,,6
"Ocupantes presentes (020)",18,,,,,,,,18
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,,,,2,,,,4
"Ocupantes presentes (023)",17,,,,5,,,,12
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4942,612,315,258,625,96,116,95,2825
"Ocupantes presentes (029)",19877,2531,1324,1086,2719,367,529,398,10923
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4507,606,300,244,594,88,110,93,2472
"Ocupantes presentes (032)",18602,2508,1271,1028,2566,337,511,392,9989
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",84,,1,5,3,2,2,1,70
"Ocupantes presentes (035)",238,,3,19,13,7,7,2,187
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",51,1,4,3,12,2,2,,27
"Ocupantes presentes (038)",162,3,12,7,41,2,9,,88
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",288,5,10,6,14,4,2,1,246
"Ocupantes presentes (041)",840,20,38,32,94,21,2,4,629
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,,,,,,,,6
"Ocupantes presentes (047)",18,,,,,,,,18
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,,,,2,,,,4
"Ocupantes presentes (050)",17,,,,5,,,,12
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2844,525,132,75,105,7,6,14,1980
"Ocupantes presentes (056)",11768,2038,544,307,432,35,25,53,8334
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2844,525,132,75,105,7,6,14,1980
"Ocupantes presentes (059)",11768,2038,544,307,432,35,25,53,8334
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
