"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TAYACAJA (000)",32013,736,10398,10534,7905,2440
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,,7,21,9,2
"Profes., científicos e intelectuales (002)",1155,,263,625,262,5
"Técnicos de nivel medio y trab.asimilados (003)",325,,120,132,66,7
"Jefes y empleados de oficina (004)",348,,154,125,68,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1607,25,525,594,375,88
"Agricult.trabaj. calif. agrop. y pesqueros (006)",11771,59,2859,4052,3511,1290
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",567,6,238,171,118,34
"Obreros construc., conf., papel, fab., instr. (008)",731,2,297,265,156,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",13574,603,5063,3981,3029,898
"Otra (010)",78,,38,29,11,
"Ocupación no especificada (011)",636,12,224,204,136,60
"Desocupado (012)",1182,29,610,335,164,44
"Hombres (013)",22594,432,7171,7437,5717,1837
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",31,,4,20,5,2
"Profes., científicos e intelectuales (015)",622,,122,320,175,5
"Técnicos de nivel medio y trab.asimilados (016)",228,,79,86,58,5
"Jefes y empleados de oficina (017)",216,,74,81,60,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",622,15,192,234,143,38
"Agricult.trabaj. calif. agrop. y pesqueros (019)",10047,39,2407,3554,2979,1068
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",439,5,175,130,102,27
"Obreros construc., conf., papel, fab., instr. (021)",718,2,290,261,154,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",8434,347,3244,2371,1844,628
"Otra (023)",77,,37,29,11,
"Ocupación no especificada (024)",253,6,105,76,48,18
"Desocupado (025)",907,18,442,275,138,34
"Mujeres (026)",9419,304,3227,3097,2188,603
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,,3,1,4,
"Profes., científicos e intelectuales (028)",533,,141,305,87,
"Técnicos de nivel medio y trab.asimilados (029)",97,,41,46,8,2
"Jefes y empleados de oficina (030)",132,,80,44,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",985,10,333,360,232,50
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1724,20,452,498,532,222
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",128,1,63,41,16,7
