"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",14722,420,169,6430,5454,597,814,339,499
"Hombres (001)",7803,163,85,3285,3114,281,387,191,297
"Mujeres (002)",6919,257,84,3145,2340,316,427,148,202
"PEA (003)",6452,127,10,2235,2621,313,590,196,360
"Hombres (004)",4917,90,8,1759,2146,202,338,139,235
"Mujeres (005)",1535,37,2,476,475,111,252,57,125
"Ocupada (006)",6115,120,8,2126,2465,300,563,186,347
"Hombres (007)",4648,84,7,1669,2015,195,322,131,225
"Mujeres (008)",1467,36,1,457,450,105,241,55,122
"Desocupada (009)",337,7,2,109,156,13,27,10,13
"Hombres (010)",269,6,1,90,131,7,16,8,10
"Mujeres (011)",68,1,1,19,25,6,11,2,3
"No PEA (012)",8270,293,159,4195,2833,284,224,143,139
"Hombres (013)",2886,73,77,1526,968,79,49,52,62
"Mujeres (014)",5384,220,82,2669,1865,205,175,91,77
,,,,,,,,,
"URBANA (018)",11465,277,150,4767,4327,518,691,291,444
"Hombres (019)",6015,97,72,2412,2427,243,334,161,269
"Mujeres (020)",5450,180,78,2355,1900,275,357,130,175
"PEA (021)",5097,86,10,1621,2107,275,503,170,325
"Hombres (022)",3762,54,8,1222,1677,180,288,120,213
"Mujeres (023)",1335,32,2,399,430,95,215,50,112
"Ocupada (024)",4857,82,8,1558,1995,265,476,160,313
"Hombres (025)",3586,51,7,1178,1588,175,272,112,203
"Mujeres (026)",1271,31,1,380,407,90,204,48,110
"Desocupada (027)",240,4,2,63,112,10,27,10,12
"Hombres (028)",176,3,1,44,89,5,16,8,10
"Mujeres (029)",64,1,1,19,23,5,11,2,2
"No PEA (030)",6368,191,140,3146,2220,243,188,121,119
"Hombres (031)",2253,43,64,1190,750,63,46,41,56
"Mujeres (032)",4115,148,76,1956,1470,180,142,80,63
,,,,,,,,,
"RURAL (036)",3257,143,19,1663,1127,79,123,48,55
"Hombres (037)",1788,66,13,873,687,38,53,30,28
"Mujeres (038)",1469,77,6,790,440,41,70,18,27
"PEA (039)",1355,41,,614,514,38,87,26,35
"Hombres (040)",1155,36,,537,469,22,50,19,22
"Mujeres (041)",200,5,,77,45,16,37,7,13
"Ocupada (042)",1258,38,,568,470,35,87,26,34
"Hombres (043)",1062,33,,491,427,20,50,19,22
"Mujeres (044)",196,5,,77,43,15,37,7,12
"Desocupada (045)",97,3,,46,44,3,,,1
"Hombres (046)",93,3,,46,42,2,,,
"Mujeres (047)",4,,,,2,1,,,1
"No PEA (048)",1902,102,19,1049,613,41,36,22,20
"Hombres (049)",633,30,13,336,218,16,3,11,6
"Mujeres (050)",1269,72,6,713,395,25,33,11,14
