"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUAMALIES",,,,,,,,,
"Viviendas particulares (001)",4329,828,423,318,580,35,32,55,2058
"Ocupantes presentes (002)",19347,3731,1726,1388,2600,161,159,258,9324
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4262,822,415,317,568,34,32,54,2020
"Ocupantes presentes (005)",19089,3707,1691,1384,2539,160,159,255,9194
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,,,,,,,,3
"Ocupantes presentes (008)",11,,,,,,,,11
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",26,5,,1,,,,,20
"Ocupantes presentes (011)",94,21,,4,,,,,69
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",23,1,2,,8,1,,1,10
"Ocupantes presentes (014)",92,3,7,,42,1,,3,36
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",13,,6,,3,,,,4
"Ocupantes presentes (017)",57,,28,,16,,,,13
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,,1,,,,1
"Ocupantes presentes (023)",4,,,,3,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2584,580,327,211,434,31,30,53,918
"Ocupantes presentes (029)",11418,2653,1330,943,1971,140,154,235,3992
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2531,574,325,210,425,30,30,52,885
"Ocupantes presentes (032)",11218,2629,1323,939,1926,139,154,232,3876
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,,,,,,,,3
"Ocupantes presentes (035)",11,,,,,,,,11
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",26,5,,1,,,,,20
"Ocupantes presentes (038)",94,21,,4,,,,,69
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",23,1,2,,8,1,,1,10
"Ocupantes presentes (041)",92,3,7,,42,1,,3,36
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,1,,,,
"Ocupantes presentes (050)",3,,,,3,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1745,248,96,107,146,4,2,2,1140
"Ocupantes presentes (056)",7929,1078,396,445,629,21,5,23,5332
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1731,248,90,107,143,4,2,2,1135
"Ocupantes presentes (059)",7871,1078,368,445,613,21,5,23,5318
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",13,,6,,3,,,,4
"Ocupantes presentes (071)",57,,28,,16,,,,13
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
