"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SECHURA",,,,,,,,,
"Hogares (001)",14652,165,80,47,34,32,19,27,14248
"Ocupantes presentes (002)",61873,607,238,152,129,132,91,137,60387
"Casa independiente",,,,,,,,,
"Hogares (004)",13746,159,75,43,33,31,18,27,13360
"Ocupantes presentes (005)",58775,588,222,142,125,129,89,137,57343
"Departamento en edificio",,,,,,,,,
"Hogares (007)",9,,,,,,,,9
"Ocupantes presentes (008)",22,,,,,,,,22
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",4,,,,,,,,4
"Ocupantes presentes (011)",10,,,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",2,,1,,,,,,1
"Ocupantes presentes (014)",8,,2,,,,,,6
"Choza o cabaña",,,,,,,,,
"Hogares (016)",307,5,1,,,1,1,,299
"Ocupantes presentes (017)",1262,18,8,,,3,2,,1231
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",572,1,3,4,1,,,,563
"Ocupantes presentes (020)",1768,1,6,10,4,,,,1747
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",10,,,,,,,,10
"Ocupantes presentes (023)",26,,,,,,,,26
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",2,,,,,,,,2
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",13754,154,77,47,33,29,16,26,13372
"Ocupantes presentes (029)",58051,567,218,152,126,119,82,132,56655
"Casa independiente",,,,,,,,,
"Hogares (031)",13156,153,73,43,32,29,16,26,12784
"Ocupantes presentes (032)",56216,566,210,142,122,119,82,132,54843
"Departamento en edificio",,,,,,,,,
"Hogares (034)",9,,,,,,,,9
"Ocupantes presentes (035)",22,,,,,,,,22
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",4,,,,,,,,4
"Ocupantes presentes (038)",10,,,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",2,,1,,,,,,1
"Ocupantes presentes (041)",8,,2,,,,,,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",572,1,3,4,1,,,,563
"Ocupantes presentes (047)",1768,1,6,10,4,,,,1747
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",9,,,,,,,,9
"Ocupantes presentes (050)",25,,,,,,,,25
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",2,,,,,,,,2
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",898,11,3,,1,3,3,1,876
"Ocupantes presentes (056)",3822,40,20,,3,13,9,5,3732
"Casa independiente",,,,,,,,,
"Hogares (058)",590,6,2,,1,2,2,1,576
"Ocupantes presentes (059)",2559,22,12,,3,10,7,5,2500
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",307,5,1,,,1,1,,299
"Ocupantes presentes (071)",1262,18,8,,,3,2,,1231
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
