"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CASMA (000)",15991,39630,36328,,697,91.7,1.8
"De 12 a 14 años (001)",1446,6,6,,3,100,50
"De 15 a 19 años (002)",2082,339,334,87,98.5,25.7,
"De 20 a 24 años (003)",1749,1393,1377,170,98.9,12.2,
"De 25 a 29 años (004)",1684,2336,2283,183,97.7,7.8,
"De 30 a 34 años (005)",1577,3218,3134,130,97.4,4,
"De 35 a 39 años (006)",1500,4106,3971,78,96.7,1.9,
"De 40 a 44 años (007)",1310,4334,4127,40,95.2,0.9,
"De 45 a 49 años (008)",1108,4406,4098,6,93,0.1,
"De 50 y más años (009)",3535,19492,16998,,87.2,,
"PEA (010)",4751,10898,10267,139,94.2,1.3,
"De 12 a 14 años (011)",42,2,2,,100,,
"De 15 a 19 años (012)",321,60,60,10,100,16.7,
"De 20 a 24 años (013)",581,337,332,28,98.5,8.3,
"De 25 a 29 años (014)",644,685,667,27,97.4,3.9,
"De 30 a 34 años (015)",681,1165,1152,38,98.9,3.3,
"De 35 a 39 años (016)",640,1528,1489,19,97.4,1.2,
"De 40 a 44 años (017)",575,1669,1605,15,96.2,0.9,
"De 45 a 49 años (018)",425,1463,1384,2,94.6,0.1,
"De 50 y más años (019)",842,3989,3576,,89.6,,
"Ocupada (020)",4526,10609,9992,128,94.2,1.2,
"De 12 a 14 años (021)",37,2,2,,100,,
"De 15 a 19 años (022)",273,51,51,8,100,15.7,
"De 20 a 24 años (023)",527,317,312,26,98.4,8.2,
"De 25 a 29 años (024)",606,649,635,25,97.8,3.9,
"De 30 a 34 años (025)",652,1120,1107,34,98.8,3,
"De 35 a 39 años (026)",626,1495,1456,18,97.4,1.2,
"De 40 a 44 años (027)",564,1633,1572,15,96.3,0.9,
"De 45 a 49 años (028)",414,1419,1340,2,94.4,0.1,
"De 50 y más años (029)",827,3923,3517,,89.7,,
"Desocupada (030)",225,289,275,11,95.2,3.8,
"De 12 a 14 años (031)",5,,,,,,
"De 15 a 19 años (032)",48,9,9,2,100,22.2,
"De 20 a 24 años (033)",54,20,20,2,100,10,
"De 25 a 29 años (034)",38,36,32,2,88.9,5.6,
"De 30 a 34 años (035)",29,45,45,4,100,8.9,
"De 35 a 39 años (036)",14,33,33,1,100,3,
