"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAJAMARCA (000)",308406,6275,91551,92132,60177,41048,17223
"Jefe o Jefa (001)",74443,,95,14249,27084,23089,9926
"Esposa(o) / compañera(o) (002)",49396,,95,13542,19093,13103,3563
"Hijo(a) / hijastro(a) (003)",132036,4257,72114,45874,8326,1424,41
"Yerno / nuera (004)",5706,,56,3959,1486,196,9
"Nieto(a) (005)",17769,1537,13004,3030,178,20,
"Padres / suegros (006)",3783,,,2,122,1070,2589
"Otro(a) pariente (007)",19497,438,5541,8245,2718,1620,935
"Trabajador(a) del hogar (008)",839,,60,625,103,39,12
"Pensionistas (009)",387,,16,248,88,31,4
"Otro(a) no pariente (010)",4550,43,570,2358,979,456,144
"Hombres (011)",149478,3133,46337,44478,28593,19360,7577
"Jefe o Jefa (012)",54831,,54,10771,20908,16773,6325
"Esposa(o) / compañera(o) (013)",2715,,59,951,885,630,190
"Hijo(a) / hijastro(a) (014)",66943,2147,36563,23904,3759,557,13
"Yerno / nuera (015)",2675,,26,1561,944,140,4
"Nieto(a) (016)",8986,760,6535,1586,97,8,
"Padres / suegros (017)",978,,,2,42,246,688
"Otro(a) pariente (018)",9833,208,2804,4410,1382,731,298
"Trabajador(a) del hogar (019)",42,,6,29,5,2,
"Pensionistas (020)",236,,10,142,61,21,2
"Otro(a) no pariente (021)",2239,18,280,1122,510,252,57
"Mujeres (022)",158928,3142,45214,47654,31584,21688,9646
"Jefe o Jefa (023)",19612,,41,3478,6176,6316,3601
"Esposa(o) / compañera(o) (024)",46681,,36,12591,18208,12473,3373
"Hijo(a) / hijastro(a) (025)",65093,2110,35551,21970,4567,867,28
"Yerno / nuera (026)",3031,,30,2398,542,56,5
"Nieto(a) (027)",8783,777,6469,1444,81,12,
"Padres / suegros (028)",2805,,,,80,824,1901
"Otro(a) pariente (029)",9664,230,2737,3835,1336,889,637
"Trabajador(a) del hogar (030)",797,,54,596,98,37,12
"Pensionistas (031)",151,,6,106,27,10,2
"Otro(a) no pariente (032)",2311,25,290,1236,469,204,87
,,,,,,,
"URBANA (033)",170083,3354,45396,53396,36215,23366,8356
"Jefe o Jefa (034)",41643,,74,8083,15725,13146,4615
"Esposa(o) / compañera(o) (035)",25830,,60,7069,10379,6812,1510
"Hijo(a) / hijastro(a) (036)",68827,2222,34715,25199,5716,946,29
"Yerno / nuera (037)",3206,,25,1970,1056,148,7
"Nieto(a) (038)",9594,824,6812,1814,135,9,
"Padres / suegros (039)",2275,,,1,79,701,1494
"Otro(a) pariente (040)",13518,272,3199,6280,2057,1122,588
"Trabajador(a) del hogar (041)",771,,51,580,93,36,11
"Pensionistas (042)",362,,15,231,83,30,3
"Otro(a) no pariente (043)",4057,36,445,2169,892,416,99
"Hombres (044)",81810,1702,22971,25514,17112,10974,3537
"Jefe o Jefa (045)",28999,,44,5597,11460,9095,2803
"Esposa(o) / compañera(o) (046)",1970,,40,706,651,455,118
"Hijo(a) / hijastro(a) (047)",34674,1130,17584,12939,2639,373,9
"Yerno / nuera (048)",1570,,13,770,678,107,2
"Nieto(a) (049)",4868,426,3416,946,77,3,
"Padres / suegros (050)",616,,,1,34,179,402
"Otro(a) pariente (051)",6875,130,1643,3383,1046,511,162
"Trabajador(a) del hogar (052)",34,,4,23,5,2,
"Pensionistas (053)",216,,9,128,57,20,2
"Otro(a) no pariente (054)",1988,16,218,1021,465,229,39
"Mujeres (055)",88273,1652,22425,27882,19103,12392,4819
"Jefe o Jefa (056)",12644,,30,2486,4265,4051,1812
"Esposa(o) / compañera(o) (057)",23860,,20,6363,9728,6357,1392
"Hijo(a) / hijastro(a) (058)",34153,1092,17131,12260,3077,573,20
"Yerno / nuera (059)",1636,,12,1200,378,41,5
"Nieto(a) (060)",4726,398,3396,868,58,6,
"Padres / suegros (061)",1659,,,,45,522,1092
"Otro(a) pariente (062)",6643,142,1556,2897,1011,611,426
"Trabajador(a) del hogar (063)",737,,47,557,88,34,11
"Pensionistas (064)",146,,6,103,26,10,1
"Otro(a) no pariente (065)",2069,20,227,1148,427,187,60
,,,,,,,
"RURAL (066)",138323,2921,46155,38736,23962,17682,8867
"Jefe o Jefa (067)",32800,,21,6166,11359,9943,5311
"Esposa(o) / compañera(o) (068)",23566,,35,6473,8714,6291,2053
"Hijo(a) / hijastro(a) (069)",63209,2035,37399,20675,2610,478,12
"Yerno / nuera (070)",2500,,31,1989,430,48,2
"Nieto(a) (071)",8175,713,6192,1216,43,11,
"Padres / suegros (072)",1508,,,1,43,369,1095
"Otro(a) pariente (073)",5979,166,2342,1965,661,498,347
"Trabajador(a) del hogar (074)",68,,9,45,10,3,1
"Pensionistas (075)",25,,1,17,5,1,1
"Otro(a) no pariente (076)",493,7,125,189,87,40,45
"Hombres (077)",67668,1431,23366,18964,11481,8386,4040
"Jefe o Jefa (078)",25832,,10,5174,9448,7678,3522
"Esposa(o) / compañera(o) (079)",745,,19,245,234,175,72
"Hijo(a) / hijastro(a) (080)",32269,1017,18979,10965,1120,184,4
"Yerno / nuera (081)",1105,,13,791,266,33,2
"Nieto(a) (082)",4118,334,3119,640,20,5,
"Padres / suegros (083)",362,,,1,8,67,286
"Otro(a) pariente (084)",2958,78,1161,1027,336,220,136
"Trabajador(a) del hogar (085)",8,,2,6,,,
"Pensionistas (086)",20,,1,14,4,1,
"Otro(a) no pariente (087)",251,2,62,101,45,23,18
"Mujeres (088)",70655,1490,22789,19772,12481,9296,4827
"Jefe o Jefa (089)",6968,,11,992,1911,2265,1789
"Esposa(o) / compañera(o) (090)",22821,,16,6228,8480,6116,1981
"Hijo(a) / hijastro(a) (091)",30940,1018,18420,9710,1490,294,8
