"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUARMEY",,,,,,
"Viviendas particulares (001)",6602,6359,202,30,10,1
"Ocupantes presentes (002)",27279,25082,1686,349,146,16
"Casa independiente",,,,,,
"Viviendas particulares (004)",6340,6111,193,25,10,1
"Ocupantes presentes (005)",26268,24200,1604,302,146,16
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",13,12,1,,,
"Ocupantes presentes (008)",58,44,14,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",67,64,2,1,,
"Ocupantes presentes (011)",212,184,18,10,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",46,41,2,3,,
"Ocupantes presentes (014)",175,134,14,27,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",92,89,3,,,
"Ocupantes presentes (017)",382,353,29,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",37,36,1,,,
"Ocupantes presentes (020)",157,150,7,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,6,,1,,
"Ocupantes presentes (023)",27,17,,10,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4818,4587,191,29,10,1
"Ocupantes presentes (029)",20609,18521,1587,339,146,16
"Casa independiente",,,,,,
"Viviendas particulares (031)",4649,4429,185,24,10,1
"Ocupantes presentes (032)",19981,17993,1534,292,146,16
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",13,12,1,,,
"Ocupantes presentes (035)",58,44,14,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",67,64,2,1,,
"Ocupantes presentes (038)",212,184,18,10,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",46,41,2,3,,
"Ocupantes presentes (041)",175,134,14,27,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",37,36,1,,,
"Ocupantes presentes (047)",157,150,7,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",6,5,,1,,
"Ocupantes presentes (050)",26,16,,10,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1784,1772,11,1,,
"Ocupantes presentes (056)",6670,6561,99,10,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1691,1682,8,1,,
"Ocupantes presentes (059)",6287,6207,70,10,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",92,89,3,,,
"Ocupantes presentes (071)",382,353,29,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
