"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CONDORCANQUI",,,,,,,,
"Hogares (001)",8720,1326,610,213,12,211,76,7081
"Ocupantes presentes (002)",42662,6486,2856,920,58,1037,295,34784
"Casa independiente",,,,,,,,
"Hogares (004)",2038,612,482,127,7,187,56,1213
"Ocupantes presentes (005)",9759,2920,2323,577,37,945,239,5845
"Departamento en edificio",,,,,,,,
"Hogares (007)",8,5,5,2,,1,6,1
"Ocupantes presentes (008)",15,9,11,4,,3,11,1
"Vivienda en quinta",,,,,,,,
"Hogares (010)",14,7,6,4,,3,4,3
"Ocupantes presentes (011)",33,13,14,10,,14,11,10
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",52,14,21,9,,9,4,24
"Ocupantes presentes (014)",166,53,63,24,,34,9,72
"Choza o cabaña",,,,,,,,
"Hogares (016)",6587,682,84,68,5,7,6,5834
"Ocupantes presentes (017)",32596,3460,401,296,21,30,25,28826
"Vivienda improvisada",,,,,,,,
"Hogares (019)",16,4,11,2,,3,,3
"Ocupantes presentes (020)",72,25,43,8,,10,,15
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",3,2,1,1,,1,,1
"Ocupantes presentes (023)",13,6,1,1,,1,,7
"Otro tipo",,,,,,,,
"Hogares (025)",2,,,,,,,2
"Ocupantes presentes (026)",8,,,,,,,8
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",1273,423,416,117,6,165,68,664
"Ocupantes presentes (029)",6124,2050,1957,506,20,825,260,3229
"Casa independiente",,,,,,,,
"Hogares (031)",1182,393,373,100,6,149,54,632
"Ocupantes presentes (032)",5831,1950,1826,460,20,764,229,3124
"Departamento en edificio",,,,,,,,
"Hogares (034)",8,5,5,2,,1,6,1
"Ocupantes presentes (035)",15,9,11,4,,3,11,1
"Vivienda en quinta",,,,,,,,
"Hogares (037)",14,7,6,4,,3,4,3
"Ocupantes presentes (038)",33,13,14,10,,14,11,10
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",52,14,21,9,,9,4,24
"Ocupantes presentes (041)",166,53,63,24,,34,9,72
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",16,4,11,2,,3,,3
"Ocupantes presentes (047)",72,25,43,8,,10,,15
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",1,,,,,,,1
"Ocupantes presentes (050)",7,,,,,,,7
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",7447,903,194,96,6,46,8,6417
"Ocupantes presentes (056)",36538,4436,899,414,38,212,35,31555
"Casa independiente",,,,,,,,
"Hogares (058)",856,219,109,27,1,38,2,581
"Ocupantes presentes (059)",3928,970,497,117,17,181,10,2721
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",6587,682,84,68,5,7,6,5834
"Ocupantes presentes (071)",32596,3460,401,296,21,30,25,28826
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,2,1,1,,1,,
"Ocupantes presentes (077)",6,6,1,1,,1,,
"Otro tipo",,,,,,,,
"Hogares (079)",2,,,,,,,2
"Ocupantes presentes (080)",8,,,,,,,8
