"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia BOLOGNESI (000)",523,6,281,148,75,13
"Conviviente (001)",147,,65,66,15,1
"Separado(a) (002)",26,,11,10,3,2
"Casado(a) (003)",93,,9,34,42,8
"Viudo(a) (004)",6,,,2,4,
"Divorciado(a) (005)",2,,,,1,1
"Soltero(a) (006)",249,6,196,36,10,1
"Hombres (008)",363,6,170,111,63,13
"Conviviente (009)",118,,46,56,15,1
"Separado(a) (010)",11,,2,4,3,2
"Casado(a) (011)",71,,4,26,33,8
"Viudo(a) (012)",3,,,1,2,
"Divorciado(a) (013)",2,,,,1,1
"Soltero(a) (014)",158,6,118,24,9,1
"Mujeres (016)",160,,111,37,12,
"Conviviente (017)",29,,19,10,,
"Separado(a) (018)",15,,9,6,,
"Casado(a) (019)",22,,5,8,9,
"Viudo(a) (020)",3,,,1,2,
"Soltero(a) (022)",91,,78,12,1,
,,,,,,
"AREA URBANA (024)",390,6,191,120,63,10
"Conviviente (025)",110,,45,52,12,1
"Separado(a) (026)",19,,7,8,3,1
"Casado(a) (027)",81,,8,30,36,7
"Viudo(a) (028)",5,,,1,4,
"Divorciado(a) (029)",2,,,,1,1
"Soltero(a) (030)",173,6,131,29,7,
"Hombres (032)",277,6,122,88,51,10
"Conviviente (033)",88,,32,43,12,1
"Separado(a) (034)",10,,2,4,3,1
"Casado(a) (035)",60,,3,23,27,7
"Viudo(a) (036)",2,,,,2,
"Divorciado(a) (037)",2,,,,1,1
"Soltero(a) (038)",115,6,85,18,6,
"Mujeres (040)",113,,69,32,12,
"Conviviente (041)",22,,13,9,,
"Separado(a) (042)",9,,5,4,,
"Casado(a) (043)",21,,5,7,9,
"Viudo(a) (044)",3,,,1,2,
"Soltero(a) (046)",58,,46,11,1,
,,,,,,
"AREA RURAL (048)",133,,90,28,12,3
"Conviviente (049)",37,,20,14,3,
"Separado(a) (050)",7,,4,2,,1
"Casado(a) (051)",12,,1,4,6,1
"Viudo(a) (052)",1,,,1,,
"Soltero(a) (054)",76,,65,7,3,1
"Hombres (056)",86,,48,23,12,3
"Conviviente (057)",30,,14,13,3,
"Separado(a) (058)",1,,,,,1
"Casado(a) (059)",11,,1,3,6,1
"Viudo(a) (060)",1,,,1,,
"Soltero(a) (062)",43,,33,6,3,1
"Mujeres (064)",47,,42,5,,
"Conviviente (065)",7,,6,1,,
"Separado(a) (066)",6,,4,2,,
"Casado(a) (067)",1,,,1,,
"Soltero(a) (070)",33,,32,1,,
