"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia ASUNCION",,,,,
"Viviendas particulares (001)",73,15,3,15,40
"Ocupantes presentes (002)",333,59,17,69,188
"Casa independiente",,,,,
"Viviendas particulares (004)",72,15,3,14,40
"Ocupantes presentes (005)",328,59,17,64,188
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",1,,,1,
"Ocupantes presentes (014)",5,,,5,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",33,3,2,8,20
"Ocupantes presentes (029)",175,18,13,34,110
"Casa independiente",,,,,
"Viviendas particulares (031)",32,3,2,7,20
"Ocupantes presentes (032)",170,18,13,29,110
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",1,,,1,
"Ocupantes presentes (041)",5,,,5,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",40,12,1,7,20
"Ocupantes presentes (056)",158,41,4,35,78
"Casa independiente",,,,,
"Viviendas particulares (058)",40,12,1,7,20
"Ocupantes presentes (059)",158,41,4,35,78
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
