"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CARAVELI (000)",458,6,205,144,75,28
"Conviviente (001)",167,,49,84,27,7
"Separado(a) (002)",14,,4,3,4,3
"Casado(a) (003)",80,,12,28,32,8
"Viudo(a) (004)",8,,,,3,5
"Divorciado(a) (005)",2,,,,1,1
"Soltero(a) (006)",187,6,140,29,8,4
"Hombres (008)",344,6,135,112,65,26
"Conviviente (009)",124,,34,61,22,7
"Separado(a) (010)",10,,2,2,4,2
"Casado(a) (011)",65,,5,24,28,8
"Viudo(a) (012)",7,,,,2,5
"Divorciado(a) (013)",1,,,,1,
"Soltero(a) (014)",137,6,94,25,8,4
"Mujeres (016)",114,,70,32,10,2
"Conviviente (017)",43,,15,23,5,
"Separado(a) (018)",4,,2,1,,1
"Casado(a) (019)",15,,7,4,4,
"Viudo(a) (020)",1,,,,1,
"Divorciado(a) (021)",1,,,,,1
"Soltero(a) (022)",50,,46,4,,
,,,,,,
"AREA URBANA (024)",371,6,162,118,60,25
"Conviviente (025)",139,,39,71,23,6
"Separado(a) (026)",9,,2,1,3,3
"Casado(a) (027)",66,,11,22,25,8
"Viudo(a) (028)",6,,,,2,4
"Divorciado(a) (029)",2,,,,1,1
"Soltero(a) (030)",149,6,110,24,6,3
"Hombres (032)",274,6,104,90,51,23
"Conviviente (033)",101,,26,50,19,6
"Separado(a) (034)",8,,2,1,3,2
"Casado(a) (035)",51,,4,18,21,8
"Viudo(a) (036)",5,,,,1,4
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",108,6,72,21,6,3
"Mujeres (040)",97,,58,28,9,2
"Conviviente (041)",38,,13,21,4,
"Separado(a) (042)",1,,,,,1
"Casado(a) (043)",15,,7,4,4,
"Viudo(a) (044)",1,,,,1,
"Divorciado(a) (045)",1,,,,,1
"Soltero(a) (046)",41,,38,3,,
,,,,,,
"AREA RURAL (048)",87,,43,26,15,3
"Conviviente (049)",28,,10,13,4,1
"Separado(a) (050)",5,,2,2,1,
"Casado(a) (051)",14,,1,6,7,
"Viudo(a) (052)",2,,,,1,1
"Soltero(a) (054)",38,,30,5,2,1
"Hombres (056)",70,,31,22,14,3
"Conviviente (057)",23,,8,11,3,1
"Separado(a) (058)",2,,,1,1,
"Casado(a) (059)",14,,1,6,7,
"Viudo(a) (060)",2,,,,1,1
"Soltero(a) (062)",29,,22,4,2,1
"Mujeres (064)",17,,12,4,1,
"Conviviente (065)",5,,2,2,1,
"Separado(a) (066)",3,,2,1,,
"Soltero(a) (070)",9,,8,1,,
