"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia GRAN CHIMU",,,,,,,,
"Hogares (001)",7523,5195,1371,503,44,369,97,1811
"Ocupantes presentes (002)",29400,21252,5537,2000,148,1474,376,6140
"Casa independiente",,,,,,,,
"Hogares (004)",7408,5124,1341,487,42,363,93,1776
"Ocupantes presentes (005)",29027,21016,5431,1954,146,1460,368,6034
"Departamento en edificio",,,,,,,,
"Hogares (007)",24,18,19,8,2,5,4,1
"Ocupantes presentes (008)",66,50,58,18,2,13,8,2
"Vivienda en quinta",,,,,,,,
"Hogares (010)",9,4,4,1,,,,3
"Ocupantes presentes (011)",44,22,21,2,,,,13
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",25,17,6,7,,,,7
"Ocupantes presentes (014)",97,62,26,26,,,,28
"Choza o cabaña",,,,,,,,
"Hogares (016)",53,29,,,,1,,23
"Ocupantes presentes (017)",160,98,,,,1,,61
"Vivienda improvisada",,,,,,,,
"Hogares (019)",2,1,1,,,,,1
"Ocupantes presentes (020)",3,1,1,,,,,2
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",2,2,,,,,,
"Ocupantes presentes (023)",3,3,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",1722,1045,951,348,43,307,94,308
"Ocupantes presentes (029)",6480,4144,3783,1366,143,1224,365,939
"Casa independiente",,,,,,,,
"Hogares (031)",1661,1004,921,332,41,302,90,296
"Ocupantes presentes (032)",6268,4007,3677,1320,141,1211,357,894
"Departamento en edificio",,,,,,,,
"Hogares (034)",24,18,19,8,2,5,4,1
"Ocupantes presentes (035)",66,50,58,18,2,13,8,2
"Vivienda en quinta",,,,,,,,
"Hogares (037)",9,4,4,1,,,,3
"Ocupantes presentes (038)",44,22,21,2,,,,13
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",25,17,6,7,,,,7
"Ocupantes presentes (041)",97,62,26,26,,,,28
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",2,1,1,,,,,1
"Ocupantes presentes (047)",3,1,1,,,,,2
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",1,1,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5801,4150,420,155,1,62,3,1503
"Ocupantes presentes (056)",22920,17108,1754,634,5,250,11,5201
"Casa independiente",,,,,,,,
"Hogares (058)",5747,4120,420,155,1,61,3,1480
"Ocupantes presentes (059)",22759,17009,1754,634,5,249,11,5140
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",53,29,,,,1,,23
"Ocupantes presentes (071)",160,98,,,,1,,61
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,
"Otro tipo",,,,,,,,
