"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YUNGAY (000)",47944,10546,986,22936,8942,1122,1973,553,886
"Hombres (001)",23534,3073,435,12264,5254,616,1041,316,535
"Mujeres (002)",24410,7473,551,10672,3688,506,932,237,351
"PEA (003)",17512,3148,39,7918,3505,517,1464,224,697
"Hombres (004)",13494,2215,30,6609,2830,357,851,150,452
"Mujeres (005)",4018,933,9,1309,675,160,613,74,245
"Ocupada (006)",16646,3038,38,7529,3264,497,1397,213,670
"Hombres (007)",12837,2125,30,6286,2652,343,820,144,437
"Mujeres (008)",3809,913,8,1243,612,154,577,69,233
"Desocupada (009)",866,110,1,389,241,20,67,11,27
"Hombres (010)",657,90,,323,178,14,31,6,15
"Mujeres (011)",209,20,1,66,63,6,36,5,12
"No PEA (012)",30432,7398,947,15018,5437,605,509,329,189
"Hombres (013)",10040,858,405,5655,2424,259,190,166,83
"Mujeres (014)",20392,6540,542,9363,3013,346,319,163,106
,,,,,,,,,
"URBANA (018)",11913,1167,224,4145,3271,664,1354,409,679
"Hombres (019)",5984,323,102,2064,1857,348,669,231,390
"Mujeres (020)",5929,844,122,2081,1414,316,685,178,289
"PEA (021)",5333,462,11,1450,1373,331,1002,172,532
"Hombres (022)",3319,211,10,931,993,204,531,113,326
"Mujeres (023)",2014,251,1,519,380,127,471,59,206
"Ocupada (024)",5065,441,11,1369,1293,318,959,163,511
"Hombres (025)",3132,197,10,862,934,195,510,109,315
"Mujeres (026)",1933,244,1,507,359,123,449,54,196
"Desocupada (027)",268,21,,81,80,13,43,9,21
"Hombres (028)",187,14,,69,59,9,21,4,11
"Mujeres (029)",81,7,,12,21,4,22,5,10
"No PEA (030)",6580,705,213,2695,1898,333,352,237,147
"Hombres (031)",2665,112,92,1133,864,144,138,118,64
"Mujeres (032)",3915,593,121,1562,1034,189,214,119,83
,,,,,,,,,
"RURAL (036)",36031,9379,762,18791,5671,458,619,144,207
"Hombres (037)",17550,2750,333,10200,3397,268,372,85,145
"Mujeres (038)",18481,6629,429,8591,2274,190,247,59,62
"PEA (039)",12179,2686,28,6468,2132,186,462,52,165
"Hombres (040)",10175,2004,20,5678,1837,153,320,37,126
"Mujeres (041)",2004,682,8,790,295,33,142,15,39
"Ocupada (042)",11581,2597,27,6160,1971,179,438,50,159
"Hombres (043)",9705,1928,20,5424,1718,148,310,35,122
"Mujeres (044)",1876,669,7,736,253,31,128,15,37
"Desocupada (045)",598,89,1,308,161,7,24,2,6
"Hombres (046)",470,76,,254,119,5,10,2,4
"Mujeres (047)",128,13,1,54,42,2,14,,2
"No PEA (048)",23852,6693,734,12323,3539,272,157,92,42
"Hombres (049)",7375,746,313,4522,1560,115,52,48,19
"Mujeres (050)",16477,5947,421,7801,1979,157,105,44,23
