"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PARURO (000)",8177,132,3529,2461,661,199,117,41,14,,1023
"Sin Nivel (001)",3427,59,1377,1071,316,102,58,26,13,,405
"Educación Inicial (002)",12,1,4,2,,1,,,,,4
"Primaria (003)",3490,64,1750,975,221,54,47,9,1,,369
"Secundaria (004)",943,6,370,336,58,16,8,6,,,143
"Sup. no Univ. Incompleta (005)",73,,10,24,11,3,,,,,25
"Sup. no Univ. Completa (006)",114,,12,27,29,8,3,,,,35
"Sup. Univ. Incompleta (007)",34,1,1,10,3,4,,,,,15
"Sup. Univ. Completa (008)",84,1,5,16,23,11,1,,,,27
,,,,,,,,,,,
"URBANA (010)",2934,43,1099,878,307,96,56,18,6,,431
"Sin Nivel (011)",1012,16,351,286,118,37,25,11,5,,163
"Educación Inicial (012)",4,1,2,,,1,,,,,
"Primaria (013)",1196,22,536,355,100,25,21,5,1,,131
"Secundaria (014)",482,3,192,169,32,11,6,2,,,67
"Sup. no Univ. Incompleta (015)",54,,5,22,7,2,,,,,18
"Sup. no Univ. Completa (016)",91,,9,24,28,6,3,,,,21
"Sup. Univ. Incompleta (017)",26,,,8,3,4,,,,,11
"Sup. Univ. Completa (018)",69,1,4,14,19,10,1,,,,20
,,,,,,,,,,,
"RURAL (020)",5243,89,2430,1583,354,103,61,23,8,,592
"Sin Nivel (021)",2415,43,1026,785,198,65,33,15,8,,242
"Educación Inicial (022)",8,,2,2,,,,,,,4
"Primaria (023)",2294,42,1214,620,121,29,26,4,,,238
"Secundaria (024)",461,3,178,167,26,5,2,4,,,76
"Sup. no Univ. Incompleta (025)",19,,5,2,4,1,,,,,7
"Sup. no Univ. Completa (026)",23,,3,3,1,2,,,,,14
"Sup. Univ. Incompleta (027)",8,1,1,2,,,,,,,4
"Sup. Univ. Completa (028)",15,,1,2,4,1,,,,,7
