"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AYABACA (000)",127923,29597,3338,69324,19486,1607,2606,639,1326
"Quechua (001)",52,13,4,22,9,,4,,
"Aymara (002)",19,2,2,12,,1,2,,
"Ashaninca (003)",18,,,16,2,,,,
"Otra lengua nativa (004)",55,14,3,25,11,1,,1,
"Castellano (005)",127474,29309,3328,69208,19461,1605,2600,637,1326
"Es sordomudo/a (007)",305,259,1,41,3,,,1,
"Hombres (009)",65442,12647,1669,36656,11236,855,1291,370,718
"Quechua (010)",23,5,2,8,4,,4,,
"Aymara (011)",6,,1,4,,,1,,
"Ashaninca (012)",10,,,9,1,,,,
"Otra lengua nativa (013)",33,9,3,13,6,1,,1,
"Castellano (014)",65217,12510,1662,36596,11223,854,1286,368,718
"Es sordomudo/a (016)",153,123,1,26,2,,,1,
"Mujeres (018)",62481,16950,1669,32668,8250,752,1315,269,608
"Quechua (019)",29,8,2,14,5,,,,
"Aymara (020)",13,2,1,8,,1,1,,
"Ashaninca (021)",8,,,7,1,,,,
"Otra lengua nativa (022)",22,5,,12,5,,,,
"Castellano (023)",62257,16799,1666,32612,8238,751,1314,269,608
"Es sordomudo/a (025)",152,136,,15,1,,,,
,,,,,,,,,
"URBANA (027)",14965,1595,433,4806,4032,945,1727,444,983
"Quechua (028)",13,,,6,3,,4,,
"Aymara (029)",5,,,3,,,2,,
"Ashaninca (030)",9,,,8,1,,,,
"Otra lengua nativa (031)",10,,,5,5,,,,
"Castellano (032)",14901,1578,432,4777,4022,945,1721,443,983
"Es sordomudo/a (034)",27,17,1,7,1,,,1,
"Hombres (036)",7430,655,214,2252,2186,489,832,258,544
"Quechua (037)",6,,,1,1,,4,,
"Aymara (038)",2,,,1,,,1,,
"Ashaninca (039)",5,,,4,1,,,,
"Otra lengua nativa (040)",7,,,3,4,,,,
"Castellano (041)",7394,646,213,2239,2179,489,827,257,544
"Es sordomudo/a (043)",16,9,1,4,1,,,1,
"Mujeres (045)",7535,940,219,2554,1846,456,895,186,439
"Quechua (046)",7,,,5,2,,,,
"Aymara (047)",3,,,2,,,1,,
"Ashaninca (048)",4,,,4,,,,,
"Otra lengua nativa (049)",3,,,2,1,,,,
"Castellano (050)",7507,932,219,2538,1843,456,894,186,439
"Es sordomudo/a (052)",11,8,,3,,,,,
,,,,,,,,,
"RURAL (054)",112958,28002,2905,64518,15454,662,879,195,343
"Quechua (055)",39,13,4,16,6,,,,
"Aymara (056)",14,2,2,9,,1,,,
"Ashaninca (057)",9,,,8,1,,,,
"Otra lengua nativa (058)",45,14,3,20,6,1,,1,
"Castellano (059)",112573,27731,2896,64431,15439,660,879,194,343
"Es sordomudo/a (061)",278,242,,34,2,,,,
"Hombres (063)",58012,11992,1455,34404,9050,366,459,112,174
"Quechua (064)",17,5,2,7,3,,,,
"Aymara (065)",4,,1,3,,,,,
"Ashaninca (066)",5,,,5,,,,,
"Otra lengua nativa (067)",26,9,3,10,2,1,,1,
"Castellano (068)",57823,11864,1449,34357,9044,365,459,111,174
"Es sordomudo/a (070)",137,114,,22,1,,,,
"Mujeres (072)",54946,16010,1450,30114,6404,296,420,83,169
"Quechua (073)",22,8,2,9,3,,,,
"Aymara (074)",10,2,1,6,,1,,,
"Ashaninca (075)",4,,,3,1,,,,
"Otra lengua nativa (076)",19,5,,10,4,,,,
"Castellano (077)",54750,15867,1447,30074,6395,295,420,83,169
"Es sordomudo/a (079)",141,128,,12,1,,,,
