"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia QUISPICANCHI (000)",70045,32905,4264,2315,30678
"Hombres (001)",35286,15198,2410,1528,16221
"Mujeres (002)",34759,17707,1854,787,14457
"PEA (003)",27267,9194,2300,1199,14637
"Hombres (004)",18496,5693,1611,921,10322
"Mujeres (005)",8771,3501,689,278,4315
"Ocupada (006)",26385,8945,2270,1182,14051
"Hombres (007)",17818,5514,1590,909,9856
"Mujeres (008)",8567,3431,680,273,4195
"Desocupada (009)",882,249,30,17,586
"Hombres (010)",678,179,21,12,466
"Mujeres (011)",204,70,9,5,120
"No PEA (012)",42778,23711,1964,1116,16041
"Hombres (013)",16790,9505,799,607,5899
"Mujeres (014)",25988,14206,1165,509,10142
,,,,,
"URBANA (018)",25467,5894,3194,1411,15018
"Hombres (019)",12838,2660,1772,905,7525
"Mujeres (020)",12629,3234,1422,506,7493
"PEA (021)",11389,1303,1783,878,7450
"Hombres (022)",7314,644,1206,650,4829
"Mujeres (023)",4075,659,577,228,2621
"Ocupada (024)",11004,1267,1762,865,7135
"Hombres (025)",7040,620,1191,642,4602
"Mujeres (026)",3964,647,571,223,2533
"Desocupada (027)",385,36,21,13,315
"Hombres (028)",274,24,15,8,227
"Mujeres (029)",111,12,6,5,88
"No PEA (030)",14078,4591,1411,533,7568
"Hombres (031)",5524,2016,566,255,2696
"Mujeres (032)",8554,2575,845,278,4872
,,,,,
"RURAL (036)",44578,27011,1070,904,15660
"Hombres (037)",22448,12538,638,623,8696
"Mujeres (038)",22130,14473,432,281,6964
"PEA (039)",15878,7891,517,321,7187
"Hombres (040)",11182,5049,405,271,5493
"Mujeres (041)",4696,2842,112,50,1694
"Ocupada (042)",15381,7678,508,317,6916
"Hombres (043)",10778,4894,399,267,5254
"Mujeres (044)",4603,2784,109,50,1662
"Desocupada (045)",497,213,9,4,271
"Hombres (046)",404,155,6,4,239
"Mujeres (047)",93,58,3,,32
"No PEA (048)",28700,19120,553,583,8473
"Hombres (049)",11266,7489,233,352,3203
"Mujeres (050)",17434,11631,320,231,5270
