"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TAYACAJA (000)",98222,36243,3821,1675,56604
"Sin Nivel (001)",19723,6936,359,137,12306
"Educación Inicial (002)",3171,2462,125,68,523
"Primaria (003)",46437,19868,1142,557,24914
"Secundaria (004)",24679,6758,979,567,16424
"Sup. no Univ. Incompleta (005)",1134,77,109,50,900
"Sup. no Univ. Completa (006)",1024,46,295,106,578
"Sup. Univ. Incompleta (007)",686,48,115,74,450
"Sup. Univ. Completa (008)",1368,48,697,116,509
"Hombres (010)",48652,17628,2007,1091,28015
"Sin Nivel (011)",6703,3069,137,53,3456
"Educación Inicial (012)",1600,1242,69,37,255
"Primaria (013)",22687,9501,563,311,12334
"Secundaria (014)",15213,3702,572,436,10551
"Sup. no Univ. Incompleta (015)",656,40,58,38,522
"Sup. no Univ. Completa (016)",568,24,163,75,306
"Sup. Univ. Incompleta (017)",448,28,77,61,283
"Sup. Univ. Completa (018)",777,22,368,80,308
"Mujeres (020)",49570,18615,1814,584,28589
"Sin Nivel (021)",13020,3867,222,84,8850
"Educación Inicial (022)",1571,1220,56,31,268
"Primaria (023)",23750,10367,579,246,12580
"Secundaria (024)",9466,3056,407,131,5873
"Sup. no Univ. Incompleta (025)",478,37,51,12,378
"Sup. no Univ. Completa (026)",456,22,132,31,272
"Sup. Univ. Incompleta (027)",238,20,38,13,167
"Sup. Univ. Completa (028)",591,26,329,36,201
,,,,,
"URBANA (030)",24307,6459,2590,1003,14307
"Sin Nivel (031)",3399,1040,210,58,2096
"Educación Inicial (032)",771,447,85,29,212
"Primaria (033)",9508,3183,695,229,5413
"Secundaria (034)",7788,1655,691,412,5057
"Sup. no Univ. Incompleta (035)",650,44,85,38,485
"Sup. no Univ. Completa (036)",711,25,220,88,379
"Sup. Univ. Incompleta (037)",507,35,93,67,313
"Sup. Univ. Completa (038)",973,30,511,82,352
"Hombres (040)",12025,3101,1355,727,6883
"Sin Nivel (041)",1085,447,77,25,540
"Educación Inicial (042)",391,219,50,19,103
"Primaria (043)",4383,1476,340,137,2436
"Secundaria (044)",4565,891,397,342,2962
"Sup. no Univ. Incompleta (045)",350,20,44,27,261
"Sup. no Univ. Completa (046)",368,12,116,64,176
"Sup. Univ. Incompleta (047)",335,22,63,55,196
"Sup. Univ. Completa (048)",548,14,268,58,209
"Mujeres (050)",12282,3358,1235,276,7424
"Sin Nivel (051)",2314,593,133,33,1556
"Educación Inicial (052)",380,228,35,10,109
"Primaria (053)",5125,1707,355,92,2977
"Secundaria (054)",3223,764,294,70,2095
"Sup. no Univ. Incompleta (055)",300,24,41,11,224
"Sup. no Univ. Completa (056)",343,13,104,24,203
"Sup. Univ. Incompleta (057)",172,13,30,12,117
"Sup. Univ. Completa (058)",425,16,243,24,143
,,,,,
"RURAL (060)",73915,29784,1231,672,42297
"Sin Nivel (061)",16324,5896,149,79,10210
"Educación Inicial (062)",2400,2015,40,39,311
"Primaria (063)",36929,16685,447,328,19501
"Secundaria (064)",16891,5103,288,155,11367
"Sup. no Univ. Incompleta (065)",484,33,24,12,415
"Sup. no Univ. Completa (066)",313,21,75,18,199
"Sup. Univ. Incompleta (067)",179,13,22,7,137
"Sup. Univ. Completa (068)",395,18,186,34,157
"Hombres (070)",36627,14527,652,364,21132
"Sin Nivel (071)",5618,2622,60,28,2916
"Educación Inicial (072)",1209,1023,19,18,152
"Primaria (073)",18304,8025,223,174,9898
"Secundaria (074)",10648,2811,175,94,7589
"Sup. no Univ. Incompleta (075)",306,20,14,11,261
"Sup. no Univ. Completa (076)",200,12,47,11,130
"Sup. Univ. Incompleta (077)",113,6,14,6,87
"Sup. Univ. Completa (078)",229,8,100,22,99
"Mujeres (080)",37288,15257,579,308,21165
"Sin Nivel (081)",10706,3274,89,51,7294
"Educación Inicial (082)",1191,992,21,21,159
"Primaria (083)",18625,8660,224,154,9603
"Secundaria (084)",6243,2292,113,61,3778
"Sup. no Univ. Incompleta (085)",178,13,10,1,154
"Sup. no Univ. Completa (086)",113,9,28,7,69
"Sup. Univ. Incompleta (087)",66,7,8,1,50
"Sup. Univ. Completa (088)",166,10,86,12,58
