"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MOYOBAMBA (000)",969,242,727
"Sin nivel (001)",46,10,36
"Educación inicial (002)",2,,2
"Primaria (003)",410,91,319
"Secundaria (004)",339,85,254
"Superior no univ. incompleta (005)",48,18,30
"Superior no univ. completa (006)",61,22,39
"Superior univ. incompleta (007)",26,10,16
"Superior univ. completa (008)",37,6,31
"De 14 a 29 años (010)",579,208,371
"Sin nivel (011)",13,5,8
"Educación inicial (012)",1,,1
"Primaria (013)",207,76,131
"Secundaria (014)",242,78,164
"Superior no univ. incompleta (015)",37,18,19
"Superior no univ. completa (016)",43,18,25
"Superior univ. incompleta (017)",20,9,11
"Superior univ. completa (018)",16,4,12
"De 30 a 44 años (020)",251,32,219
"Sin nivel (021)",13,4,9
"Educación inicial (022)",1,,1
"Primaria (023)",121,14,107
"Secundaria (024)",74,7,67
"Superior no univ. incompleta (025)",10,,10
"Superior no univ. completa (026)",16,4,12
"Superior univ. incompleta (027)",4,1,3
"Superior univ. completa (028)",12,2,10
"De 45 a 64 años (030)",107,2,105
"Sin nivel (031)",13,1,12
"Primaria (033)",62,1,61
"Secundaria (034)",20,,20
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",2,,2
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",7,,7
"De 65 y más años (040)",32,,32
"Sin nivel (041)",7,,7
"Primaria (043)",20,,20
"Secundaria (044)",3,,3
"Superior univ. completa (048)",2,,2
,,,
"AREA URBANA (050)",694,160,534
"Sin nivel (051)",22,2,20
"Educación inicial (052)",2,,2
"Primaria (053)",231,41,190
"Secundaria (054)",277,67,210
"Superior no univ. incompleta (055)",44,17,27
"Superior no univ. completa (056)",57,18,39
"Superior univ. incompleta (057)",25,10,15
"Superior univ. completa (058)",36,5,31
"De 14 a 29 años (060)",402,141,261
"Sin nivel (061)",4,2,2
"Educación inicial (062)",1,,1
"Primaria (063)",91,34,57
"Secundaria (064)",196,61,135
"Superior no univ. incompleta (065)",35,17,18
"Superior no univ. completa (066)",40,15,25
"Superior univ. incompleta (067)",20,9,11
"Superior univ. completa (068)",15,3,12
"De 30 a 44 años (070)",186,18,168
"Sin nivel (071)",4,,4
"Educación inicial (072)",1,,1
"Primaria (073)",82,6,76
"Secundaria (074)",61,6,55
"Superior no univ. incompleta (075)",8,,8
"Superior no univ. completa (076)",15,3,12
"Superior univ. incompleta (077)",3,1,2
"Superior univ. completa (078)",12,2,10
"De 45 a 64 años (080)",81,1,80
"Sin nivel (081)",8,,8
"Primaria (083)",44,1,43
"Secundaria (084)",17,,17
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",2,,2
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",7,,7
"De 65 y más años (090)",25,,25
"Sin nivel (091)",6,,6
"Primaria (093)",14,,14
"Secundaria (094)",3,,3
"Superior univ. completa (098)",2,,2
,,,
"AREA RURAL (100)",275,82,193
"Sin nivel (101)",24,8,16
"Primaria (103)",179,50,129
"Secundaria (104)",62,18,44
"Superior no univ. incompleta (105)",4,1,3
"Superior no univ. completa (106)",4,4,
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",1,1,
"De 14 a 29 años (110)",177,67,110
"Sin nivel (111)",9,3,6
"Primaria (113)",116,42,74
"Secundaria (114)",46,17,29
"Superior no univ. incompleta (115)",2,1,1
"Superior no univ. completa (116)",3,3,
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",65,14,51
"Sin nivel (121)",9,4,5
"Primaria (123)",39,8,31
"Secundaria (124)",13,1,12
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",1,1,
"Superior univ. incompleta (127)",1,,1
"De 45 a 64 años (130)",26,1,25
"Sin nivel (131)",5,1,4
"Primaria (133)",18,,18
"Secundaria (134)",3,,3
"De 65 y más años (140)",7,,7
"Sin nivel (141)",1,,1
"Primaria (143)",6,,6
