"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ATALAYA (000)",691,60,331,203,86,11
"Sin nivel (001)",119,22,37,37,23,
"Educación inicial (002)",6,,5,1,,
"Primaria (003)",284,27,137,70,42,8
"Secundaria (004)",229,11,121,77,17,3
"Superior no univ. incompleta (005)",26,,15,7,4,
"Superior no univ. completa (006)",9,,6,3,,
"Superior univ. incompleta (007)",5,,4,1,,
"Superior univ. completa (008)",13,,6,7,,
"Hombres (010)",513,39,229,160,74,11
"Sin nivel (011)",78,17,24,21,16,
"Educación inicial (012)",5,,4,1,,
"Primaria (013)",210,16,90,56,40,8
"Secundaria (014)",184,6,92,69,14,3
"Superior no univ. incompleta (015)",22,,12,6,4,
"Superior no univ. completa (016)",6,,3,3,,
"Superior univ. incompleta (017)",3,,2,1,,
"Superior univ. completa (018)",5,,2,3,,
"Mujeres (020)",178,21,102,43,12,
"Sin nivel (021)",41,5,13,16,7,
"Educación inicial (022)",1,,1,,,
"Primaria (023)",74,11,47,14,2,
"Secundaria (024)",45,5,29,8,3,
"Superior no univ. incompleta (025)",4,,3,1,,
"Superior no univ. completa (026)",3,,3,,,
"Superior univ. incompleta (027)",2,,2,,,
"Superior univ. completa (028)",8,,4,4,,
,,,,,,
"Area Urbana (030)",271,14,128,80,38,11
"Sin nivel (031)",11,1,3,5,2,
"Educación inicial (032)",6,,5,1,,
"Primaria (033)",80,9,23,20,20,8
"Secundaria (034)",128,4,69,39,13,3
"Superior no univ. incompleta (035)",20,,12,5,3,
"Superior no univ. completa (036)",8,,6,2,,
"Superior univ. incompleta (037)",5,,4,1,,
"Superior univ. completa (038)",13,,6,7,,
"Hombres (040)",204,7,91,61,34,11
"Sin nivel (041)",5,,2,2,1,
"Educación inicial (042)",5,,4,1,,
"Primaria (043)",67,6,18,16,19,8
"Secundaria (044)",97,1,50,32,11,3
"Superior no univ. incompleta (045)",17,,10,4,3,
"Superior no univ. completa (046)",5,,3,2,,
"Superior univ. incompleta (047)",3,,2,1,,
"Superior univ. completa (048)",5,,2,3,,
"Mujeres (050)",67,7,37,19,4,
"Sin nivel (051)",6,1,1,3,1,
"Educación inicial (052)",1,,1,,,
"Primaria (053)",13,3,5,4,1,
"Secundaria (054)",31,3,19,7,2,
"Superior no univ. incompleta (055)",3,,2,1,,
"Superior no univ. completa (056)",3,,3,,,
"Superior univ. incompleta (057)",2,,2,,,
"Superior univ. completa (058)",8,,4,4,,
,,,,,,
"Area Rural (060)",420,46,203,123,48,
"Sin nivel (061)",108,21,34,32,21,
"Primaria (063)",204,18,114,50,22,
"Secundaria (064)",101,7,52,38,4,
"Superior no univ. incompleta (065)",6,,3,2,1,
"Superior no univ. completa (066)",1,,,1,,
"Hombres (070)",309,32,138,99,40,
"Sin nivel (071)",73,17,22,19,15,
"Primaria (073)",143,10,72,40,21,
"Secundaria (074)",87,5,42,37,3,
"Superior no univ. incompleta (075)",5,,2,2,1,
"Superior no univ. completa (076)",1,,,1,,
"Mujeres (080)",111,14,65,24,8,
"Sin nivel (081)",35,4,12,13,6,
"Primaria (083)",61,8,42,10,1,
"Secundaria (084)",14,2,10,1,1,
"Superior no univ. incompleta (085)",1,,1,,,
