"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BARRANCA (000)",39073,344,1258,2904,4859,7441,11312,10955
"De 12 a 14 años (001)",52,,,,,,2,50
"De 15 a 19 años (002)",971,,,,,,540,431
"De 20 a 24 años (003)",4047,,,,,10,2072,1965
"De 25 a 29 años (004)",5028,,,,,308,2754,1966
"De 30 a 34 años (005)",4722,,,,,803,2562,1357
"De 35 a 39 años (006)",4551,,,,72,1531,1926,1022
"De 40 a 44 años (007)",4034,,,,371,1748,1076,839
"De 45 a 49 años (008)",3329,,,30,808,1496,352,643
"De 50 y más años (009)",12339,344,1258,2874,3608,1545,28,2682
"PEA (010)",14462,16,126,620,1697,3453,4000,4550
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",179,,,,,,87,92
"De 20 a 24 años (013)",1351,,,,,3,571,777
"De 25 a 29 años (014)",2023,,,,,138,899,986
"De 30 a 34 años (015)",2058,,,,,385,975,698
"De 35 a 39 años (016)",2199,,,,35,766,825,573
"De 40 a 44 años (017)",1977,,,,198,865,478,436
"De 45 a 49 años (018)",1556,,,14,365,683,156,338
"De 50 y más años (019)",3116,16,126,606,1099,613,9,647
"Ocupada (020)",14058,16,126,613,1681,3387,3880,4355
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",166,,,,,,82,84
"De 20 a 24 años (023)",1279,,,,,3,550,726
"De 25 a 29 años (024)",1930,,,,,133,858,939
"De 30 a 34 años (025)",1992,,,,,376,954,662
"De 35 a 39 años (026)",2150,,,,35,756,804,555
"De 40 a 44 años (027)",1935,,,,197,845,468,425
"De 45 a 49 años (028)",1526,,,14,358,669,155,330
"De 50 y más años (029)",3078,16,126,599,1091,605,9,632
"Desocupada (030)",404,,,7,16,66,120,195
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",13,,,,,,5,8
"De 20 a 24 años (033)",72,,,,,,21,51
"De 25 a 29 años (034)",93,,,,,5,41,47
"De 30 a 34 años (035)",66,,,,,9,21,36
"De 35 a 39 años (036)",49,,,,,10,21,18
"De 40 a 44 años (037)",42,,,,1,20,10,11
"De 45 a 49 años (038)",30,,,,7,14,1,8
"De 50 y más años (039)",38,,,7,8,8,,15
"No PEA (040)",24611,328,1132,2284,3162,3988,7312,6405
"De 12 a 14 años (041)",49,,,,,,2,47
"De 15 a 19 años (042)",792,,,,,,453,339
"De 20 a 24 años (043)",2696,,,,,7,1501,1188
"De 25 a 29 años (044)",3005,,,,,170,1855,980
"De 30 a 34 años (045)",2664,,,,,418,1587,659
