"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia TAYACAJA (000)",55492,53024,2468
"Hombres (001)",26945,25931,1014
"Mujeres (002)",28547,27093,1454
"De 18 a 29 años (003)",18136,17127,1009
"Hombres (004)",8977,8383,594
"Mujeres (005)",9159,8744,415
"De 30 a 44 años (006)",17344,17104,240
"Hombres (007)",8443,8336,107
"Mujeres (008)",8901,8768,133
"De 45 a 64 años (009)",13659,13291,368
"Hombres (010)",6636,6516,120
"Mujeres (011)",7023,6775,248
"De 65 y más años (012)",6353,5502,851
"Hombres (013)",2889,2696,193
"Mujeres (014)",3464,2806,658
,,,
"URBANA (015)",14413,13892,521
"Hombres (016)",6997,6735,262
"Mujeres (017)",7416,7157,259
"De 18 a 29 años (018)",4595,4327,268
"Hombres (019)",2335,2139,196
"Mujeres (020)",2260,2188,72
"De 30 a 44 años (021)",4742,4705,37
"Hombres (022)",2259,2242,17
"Mujeres (023)",2483,2463,20
"De 45 a 64 años (024)",3449,3382,67
"Hombres (025)",1676,1655,21
"Mujeres (026)",1773,1727,46
"De 65 y más años (027)",1627,1478,149
"Hombres (028)",727,699,28
"Mujeres (029)",900,779,121
,,,
"RURAL (030)",41079,39132,1947
"Hombres (031)",19948,19196,752
"Mujeres (032)",21131,19936,1195
"De 18 a 29 años (033)",13541,12800,741
"Hombres (034)",6642,6244,398
"Mujeres (035)",6899,6556,343
"De 30 a 44 años (036)",12602,12399,203
"Hombres (037)",6184,6094,90
"Mujeres (038)",6418,6305,113
"De 45 a 64 años (039)",10210,9909,301
"Hombres (040)",4960,4861,99
"Mujeres (041)",5250,5048,202
"De 65 y más años (042)",4726,4024,702
"Hombres (043)",2162,1997,165
"Mujeres (044)",2564,2027,537
