"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SUCRE (000)",3714,728,700,1568,18,680,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",40,40,,,,,
"Profes., científicos e intelectuales (002)",516,446,,66,4,,
"Técnicos de nivel medio y trab. asimilados (003)",60,46,,12,1,1,
"Jefes y empleados de oficina (004)",95,95,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",229,12,3,179,3,32,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1142,,,1136,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",105,,32,65,2,6,
"Obreros construc.,conf.,papel, fab., instr. (008)",86,10,39,32,1,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1249,35,550,38,,606,20
"Otra (010)",6,6,,,,,
"Ocupación no especificada (011)",186,38,76,40,1,31,
"Hombres (012)",2581,477,592,1146,12,354,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",31,31,,,,,
"Profes., científicos e intelectuales (014)",304,275,,27,2,,
"Técnicos de nivel medio y trab. asimilados (015)",43,31,,10,1,1,
"Jefes y empleados de oficina (016)",70,70,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",60,1,1,54,,4,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",935,,,929,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",92,,28,59,2,3,
"Obreros construc.,conf.,papel, fab., instr. (020)",85,10,39,31,1,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",826,21,469,16,,320,
"Otra (022)",6,6,,,,,
"Ocupación no especificada (023)",129,32,55,20,,22,
"Mujeres (024)",1133,251,108,422,6,326,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,9,,,,,
"Profes., científicos e intelectuales (026)",212,171,,39,2,,
"Técnicos de nivel medio y trab. asimilados (027)",17,15,,2,,,
"Jefes y empleados de oficina (028)",25,25,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",169,11,2,125,3,28,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",207,,,207,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",13,,4,6,,3,
"Obreros construc.,conf.,papel, fab., instr. (032)",1,,,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",423,14,81,22,,286,20
"Ocupación no especificada (035)",57,6,21,20,1,9,
,,,,,,,
"URBANA (036)",2428,638,396,901,10,466,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",34,34,,,,,
"Profes., científicos e intelectuales (038)",437,391,,46,,,
"Técnicos de nivel medio y trab. asimilados (039)",45,39,,5,1,,
"Jefes y empleados de oficina (040)",86,86,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",197,9,3,155,3,27,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",579,,,575,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",65,,18,42,,5,
"Obreros construc.,conf.,papel, fab., instr. (044)",63,8,26,27,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",805,30,317,20,,421,17
"Otra (046)",6,6,,,,,
"Ocupación no especificada (047)",111,35,32,31,1,12,
"Hombres (048)",1574,418,332,597,6,221,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",26,26,,,,,
"Profes., científicos e intelectuales (050)",255,239,,16,,,
"Técnicos de nivel medio y trab. asimilados (051)",29,25,,3,1,,
"Jefes y empleados de oficina (052)",64,64,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",47,1,1,41,,4,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",459,,,455,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",52,,14,36,,2,
"Obreros construc.,conf.,papel, fab., instr. (056)",62,8,26,26,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",498,19,266,5,,208,
"Otra (058)",6,6,,,,,
"Ocupación no especificada (059)",76,30,25,15,,6,
"Mujeres (060)",854,220,64,304,4,245,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",8,8,,,,,
"Profes., científicos e intelectuales (062)",182,152,,30,,,
"Técnicos de nivel medio y trab. asimilados (063)",16,14,,2,,,
"Jefes y empleados de oficina (064)",22,22,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",150,8,2,114,3,23,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",120,,,120,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",13,,4,6,,3,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,,,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",307,11,51,15,,213,17
"Ocupación no especificada (071)",35,5,7,16,1,6,
,,,,,,,
"RURAL (072)",1286,90,304,667,8,214,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,6,,,,,
"Profes., científicos e intelectuales (074)",79,55,,20,4,,
"Técnicos de nivel medio y trab. asimilados (075)",15,7,,7,,1,
"Jefes y empleados de oficina (076)",9,9,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",32,3,,24,,5,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",563,,,561,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",40,,14,23,2,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",23,2,13,5,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",444,5,233,18,,185,3
"Ocupación no especificada (083)",75,3,44,9,,19,
"Hombres (084)",1007,59,260,549,6,133,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,5,,,,,
"Profes., científicos e intelectuales (086)",49,36,,11,2,,
"Técnicos de nivel medio y trab. asimilados (087)",14,6,,7,,1,
"Jefes y empleados de oficina (088)",6,6,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",13,,,13,,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",476,,,474,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",40,,14,23,2,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",23,2,13,5,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",328,2,203,11,,112,
"Ocupación no especificada (095)",53,2,30,5,,16,
"Mujeres (096)",279,31,44,118,2,81,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",30,19,,9,2,,
"Técnicos de nivel medio y trab. asimilados (099)",1,1,,,,,
"Jefes y empleados de oficina (100)",3,3,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",19,3,,11,,5,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",87,,,87,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",116,3,30,7,,73,3
