"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia YAROWILCA (000)",9610,8758,426,152,274
"Empleado (001)",654,144,138,116,256
"Obrero (002)",786,674,67,29,16
"Trabajador independiente (003)",5045,4915,130,,
"Empleador o patrono (004)",70,57,9,3,1
"Trabajador familiar no remunerado (005)",2949,2862,82,4,1
"Trabajador del hogar (006)",106,106,,,
"De 06 a 14 años (008)",586,570,14,1,1
"Empleado (009)",1,,,,1
"Obrero (010)",20,20,,,
"Trabajador independiente (011)",2,2,,,
"Trabajador familiar no remunerado (013)",561,546,14,1,
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",2658,2420,132,33,73
"Empleado (017)",176,64,28,19,65
"Obrero (018)",261,221,24,10,6
"Trabajador independiente (019)",1080,1036,44,,
"Empleador o patrono (020)",18,14,2,1,1
"Trabajador familiar no remunerado (021)",1064,1026,34,3,1
"Trabajador del hogar (022)",59,59,,,
"De 30 a 44 años (024)",2895,2502,191,66,136
"Empleado (025)",325,55,82,56,132
"Obrero (026)",233,193,27,9,4
"Trabajador independiente (027)",1657,1600,57,,
"Empleador o patrono (028)",23,18,4,1,
"Trabajador familiar no remunerado (029)",631,610,21,,
"Trabajador del hogar (030)",26,26,,,
"De 45 a 64 años (032)",2479,2288,79,50,62
"Empleado (033)",144,21,26,40,57
"Obrero (034)",208,180,14,9,5
"Trabajador independiente (035)",1570,1545,25,,
"Empleador o patrono (036)",17,14,2,1,
"Trabajador familiar no remunerado (037)",525,513,12,,
"Trabajador del hogar (038)",15,15,,,
"De 65 y más años (040)",992,978,10,2,2
"Empleado (041)",8,4,2,1,1
"Obrero (042)",64,60,2,1,1
"Trabajador independiente (043)",736,732,4,,
"Empleador o patrono (044)",12,11,1,,
"Trabajador familiar no remunerado (045)",168,167,1,,
"Trabajador del hogar (046)",4,4,,,
,,,,,
"URBANA (048)",2373,1922,174,107,170
"Empleado (049)",451,89,100,100,162
"Obrero (050)",211,180,19,6,6
"Trabajador independiente (051)",1141,1098,43,,
"Empleador o patrono (052)",27,24,1,1,1
"Trabajador familiar no remunerado (053)",521,509,11,,1
"Trabajador del hogar (054)",22,22,,,
"De 06 a 14 años (056)",48,48,,,
"Obrero (058)",8,8,,,
