"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHUCUITO (000)",43840,3156,28,14676,19884,1526,2148,609,1813
"Empleado (001)",3711,17,3,124,812,307,989,214,1245
"Obrero (002)",2687,101,2,705,1584,113,116,30,36
"Trabajador independiente (003)",28703,2053,12,10508,13515,943,896,312,464
"Empleador o patrono (004)",256,16,,67,133,9,10,7,14
"Trabajador familiar no remunerado (005)",7649,865,11,2970,3445,132,130,44,52
"Trabajador del hogar (006)",834,104,,302,395,22,7,2,2
"Hombres (008)",27164,969,12,8264,13354,1133,1580,467,1385
"Empleado (009)",2765,6,1,70,617,247,716,171,937
"Obrero (010)",2192,34,2,530,1356,102,108,27,33
"Trabajador independiente (011)",19322,805,6,6843,9687,700,673,234,374
"Empleador o patrono (012)",193,9,,47,103,8,9,5,12
"Trabajador familiar no remunerado (013)",2624,110,3,755,1553,72,72,30,29
"Trabajador del hogar (014)",68,5,,19,38,4,2,,
"Mujeres (016)",16676,2187,16,6412,6530,393,568,142,428
"Empleado (017)",946,11,2,54,195,60,273,43,308
"Obrero (018)",495,67,,175,228,11,8,3,3
"Trabajador independiente (019)",9381,1248,6,3665,3828,243,223,78,90
"Empleador o patrono (020)",63,7,,20,30,1,1,2,2
"Trabajador familiar no remunerado (021)",5025,755,8,2215,1892,60,58,14,23
"Trabajador del hogar (022)",766,99,,283,357,18,5,2,2
,,,,,,,,,
"URBANA (024)",12309,395,1,2538,5900,827,1171,377,1100
"Empleado (025)",2360,8,,80,519,202,613,155,783
"Obrero (026)",930,22,,195,539,71,62,14,27
"Trabajador independiente (027)",7672,293,1,1874,4128,496,438,181,261
"Empleador o patrono (028)",90,2,,17,42,5,8,4,12
"Trabajador familiar no remunerado (029)",976,63,,295,494,41,46,22,15
"Trabajador del hogar (030)",281,7,,77,178,12,4,1,2
"Hombres (032)",7519,122,,1209,3733,582,798,275,800
"Empleado (033)",1688,4,,48,389,158,411,121,557
"Obrero (034)",816,9,,160,488,63,57,13,26
"Trabajador independiente (035)",4575,103,,914,2593,340,299,124,202
"Empleador o patrono (036)",65,1,,8,31,5,7,3,10
"Trabajador familiar no remunerado (037)",335,5,,75,200,14,22,14,5
"Trabajador del hogar (038)",40,,,4,32,2,2,,
"Mujeres (040)",4790,273,1,1329,2167,245,373,102,300
"Empleado (041)",672,4,,32,130,44,202,34,226
"Obrero (042)",114,13,,35,51,8,5,1,1
"Trabajador independiente (043)",3097,190,1,960,1535,156,139,57,59
"Empleador o patrono (044)",25,1,,9,11,,1,1,2
"Trabajador familiar no remunerado (045)",641,58,,220,294,27,24,8,10
"Trabajador del hogar (046)",241,7,,73,146,10,2,1,2
,,,,,,,,,
"RURAL (048)",31531,2761,27,12138,13984,699,977,232,713
"Empleado (049)",1351,9,3,44,293,105,376,59,462
"Obrero (050)",1757,79,2,510,1045,42,54,16,9
"Trabajador independiente (051)",21031,1760,11,8634,9387,447,458,131,203
"Empleador o patrono (052)",166,14,,50,91,4,2,3,2
"Trabajador familiar no remunerado (053)",6673,802,11,2675,2951,91,84,22,37
"Trabajador del hogar (054)",553,97,,225,217,10,3,1,
"Hombres (056)",19645,847,12,7055,9621,551,782,192,585
"Empleado (057)",1077,2,1,22,228,89,305,50,380
"Obrero (058)",1376,25,2,370,868,39,51,14,7
"Trabajador independiente (059)",14747,702,6,5929,7094,360,374,110,172
"Empleador o patrono (060)",128,8,,39,72,3,2,2,2
"Trabajador familiar no remunerado (061)",2289,105,3,680,1353,58,50,16,24
"Trabajador del hogar (062)",28,5,,15,6,2,,,
"Mujeres (064)",11886,1914,15,5083,4363,148,195,40,128
"Empleado (065)",274,7,2,22,65,16,71,9,82
"Obrero (066)",381,54,,140,177,3,3,2,2
"Trabajador independiente (067)",6284,1058,5,2705,2293,87,84,21,31
"Empleador o patrono (068)",38,6,,11,19,1,,1,
"Trabajador familiar no remunerado (069)",4384,697,8,1995,1598,33,34,6,13
"Trabajador del hogar (070)",525,92,,210,211,8,3,1,
