"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PATAZ (000)",65802,18674,19410,14149,9053,4516
"Hombres (001)",35134,9543,10748,7995,4723,2125
"Mujeres (002)",30668,9131,8662,6154,4330,2391
"PEA (003)",23766,402,8721,8456,4686,1501
"Hombres (004)",20164,280,7356,7232,3986,1310
"Mujeres (005)",3602,122,1365,1224,700,191
"Ocupada (006)",22552,339,8085,8140,4534,1454
"Hombres (007)",19156,245,6864,6941,3842,1264
"Mujeres (008)",3396,94,1221,1199,692,190
"Desocupada (009)",1214,63,636,316,152,47
"Hombres (010)",1008,35,492,291,144,46
"Mujeres (011)",206,28,144,25,8,1
"No PEA (012)",42036,18272,10689,5693,4367,3015
"Hombres (013)",14970,9263,3392,763,737,815
"Mujeres (014)",27066,9009,7297,4930,3630,2200
,,,,,,
"URBANA (018)",17726,4390,5720,4283,2324,1009
"Hombres (019)",9422,2203,3139,2393,1226,461
"Mujeres (020)",8304,2187,2581,1890,1098,548
"PEA (021)",7346,102,2752,2818,1378,296
"Hombres (022)",5532,67,2094,2117,1013,241
"Mujeres (023)",1814,35,658,701,365,55
"Ocupada (024)",7062,95,2602,2738,1336,291
"Hombres (025)",5299,60,1978,2050,975,236
"Mujeres (026)",1763,35,624,688,361,55
"Desocupada (027)",284,7,150,80,42,5
"Hombres (028)",233,7,116,67,38,5
"Mujeres (029)",51,,34,13,4,
"No PEA (030)",10380,4288,2968,1465,946,713
"Hombres (031)",3890,2136,1045,276,213,220
"Mujeres (032)",6490,2152,1923,1189,733,493
,,,,,,
"RURAL (036)",48076,14284,13690,9866,6729,3507
"Hombres (037)",25712,7340,7609,5602,3497,1664
"Mujeres (038)",22364,6944,6081,4264,3232,1843
"PEA (039)",16420,300,5969,5638,3308,1205
"Hombres (040)",14632,213,5262,5115,2973,1069
"Mujeres (041)",1788,87,707,523,335,136
"Ocupada (042)",15490,244,5483,5402,3198,1163
"Hombres (043)",13857,185,4886,4891,2867,1028
"Mujeres (044)",1633,59,597,511,331,135
"Desocupada (045)",930,56,486,236,110,42
"Hombres (046)",775,28,376,224,106,41
"Mujeres (047)",155,28,110,12,4,1
"No PEA (048)",31656,13984,7721,4228,3421,2302
"Hombres (049)",11080,7127,2347,487,524,595
"Mujeres (050)",20576,6857,5374,3741,2897,1707
