"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUAYTARA (000)",14460,13969,491
"Hombres (001)",7683,7535,148
"Mujeres (002)",6777,6434,343
"De 18 a 29 años (003)",3758,3607,151
"Hombres (004)",2014,1948,66
"Mujeres (005)",1744,1659,85
"De 30 a 44 años (006)",4461,4418,43
"Hombres (007)",2542,2521,21
"Mujeres (008)",1919,1897,22
"De 45 a 64 años (009)",3634,3569,65
"Hombres (010)",1905,1889,16
"Mujeres (011)",1729,1680,49
"De 65 y más años (012)",2607,2375,232
"Hombres (013)",1222,1177,45
"Mujeres (014)",1385,1198,187
,,,
"URBANA (015)",4176,4052,124
"Hombres (016)",2114,2073,41
"Mujeres (017)",2062,1979,83
"De 18 a 29 años (018)",1202,1148,54
"Hombres (019)",624,596,28
"Mujeres (020)",578,552,26
"De 30 a 44 años (021)",1289,1281,8
"Hombres (022)",683,676,7
"Mujeres (023)",606,605,1
"De 45 a 64 años (024)",1012,1000,12
"Hombres (025)",504,502,2
"Mujeres (026)",508,498,10
"De 65 y más años (027)",673,623,50
"Hombres (028)",303,299,4
"Mujeres (029)",370,324,46
,,,
"RURAL (030)",10284,9917,367
"Hombres (031)",5569,5462,107
"Mujeres (032)",4715,4455,260
"De 18 a 29 años (033)",2556,2459,97
"Hombres (034)",1390,1352,38
"Mujeres (035)",1166,1107,59
"De 30 a 44 años (036)",3172,3137,35
"Hombres (037)",1859,1845,14
"Mujeres (038)",1313,1292,21
"De 45 a 64 años (039)",2622,2569,53
"Hombres (040)",1401,1387,14
"Mujeres (041)",1221,1182,39
"De 65 y más años (042)",1934,1752,182
"Hombres (043)",919,878,41
"Mujeres (044)",1015,874,141
