"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CHUPACA (000)",26102,14574,545,247,9788,407,8,77,8,448
"Hombres (001)",10133,7390,408,144,1696,177,5,43,8,262
"Mujeres (002)",15969,7184,137,103,8092,230,3,34,,186
"De 06 a 14 años (003)",9973,9645,,,169,74,,13,,72
"Hombres (004)",5010,4865,,,69,36,,7,,33
"Mujeres (005)",4963,4780,,,100,38,,6,,39
"De 15 a 29 años (006)",7624,4838,11,53,2548,,5,15,8,146
"Hombres (007)",3101,2485,5,28,470,,3,10,8,92
"Mujeres (008)",4523,2353,6,25,2078,,2,5,,54
"De 30 a 44 años (009)",2906,72,22,64,2647,,3,11,,87
"Hombres (010)",464,28,11,42,309,,2,8,,64
"Mujeres (011)",2442,44,11,22,2338,,1,3,,23
"De 45 a 64 años (012)",2736,11,196,55,2390,2,,16,,66
"Hombres (013)",569,8,138,40,337,1,,7,,38
"Mujeres (014)",2167,3,58,15,2053,1,,9,,28
"De 65 y más años (015)",2863,8,316,75,2034,331,,22,,77
"Hombres (016)",989,4,254,34,511,140,,11,,35
"Mujeres (017)",1874,4,62,41,1523,191,,11,,42
,,,,,,,,,,
"AREA URBANA (018)",15357,8587,400,158,5607,259,8,36,4,298
"Hombres (019)",6065,4367,292,82,1022,104,5,19,4,170
"Mujeres (020)",9292,4220,108,76,4585,155,3,17,,128
"De 06 a 14 años (021)",5725,5532,,,109,42,,8,,34
"Hombres (022)",2925,2847,,,41,17,,5,,15
"Mujeres (023)",2800,2685,,,68,25,,3,,19
"De 15 a 29 años (024)",4630,2998,6,36,1469,,5,7,4,105
"Hombres (025)",1877,1490,2,15,295,,3,3,4,65
"Mujeres (026)",2753,1508,4,21,1174,,2,4,,40
"De 30 a 44 años (027)",1736,48,17,40,1554,,3,7,,67
"Hombres (028)",321,22,9,24,211,,2,5,,48
"Mujeres (029)",1415,26,8,16,1343,,1,2,,19
"De 45 a 64 años (030)",1588,7,149,32,1347,2,,8,,43
"Hombres (031)",360,7,102,24,199,1,,4,,23
"Mujeres (032)",1228,,47,8,1148,1,,4,,20
"De 65 y más años (033)",1678,2,228,50,1128,215,,6,,49
"Hombres (034)",582,1,179,19,276,86,,2,,19
"Mujeres (035)",1096,1,49,31,852,129,,4,,30
,,,,,,,,,,
"AREA RURAL (036)",10745,5987,145,89,4181,148,,41,4,150
"Hombres (037)",4068,3023,116,62,674,73,,24,4,92
"Mujeres (038)",6677,2964,29,27,3507,75,,17,,58
"De 06 a 14 años (039)",4248,4113,,,60,32,,5,,38
"Hombres (040)",2085,2018,,,28,19,,2,,18
"Mujeres (041)",2163,2095,,,32,13,,3,,20
"De 15 a 29 años (042)",2994,1840,5,17,1079,,,8,4,41
"Hombres (043)",1224,995,3,13,175,,,7,4,27
"Mujeres (044)",1770,845,2,4,904,,,1,,14
"De 30 a 44 años (045)",1170,24,5,24,1093,,,4,,20
"Hombres (046)",143,6,2,18,98,,,3,,16
"Mujeres (047)",1027,18,3,6,995,,,1,,4
"De 45 a 64 años (048)",1148,4,47,23,1043,,,8,,23
"Hombres (049)",209,1,36,16,138,,,3,,15
"Mujeres (050)",939,3,11,7,905,,,5,,8
"De 65 y más años (051)",1185,6,88,25,906,116,,16,,28
"Hombres (052)",407,3,75,15,235,54,,9,,16
"Mujeres (053)",778,3,13,10,671,62,,7,,12
