"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PATAZ (000)",67312,16728,2058,33120,11145,1198,1710,422,931
"Jefe o Jefa (001)",16622,4027,11,8567,2222,369,822,151,453
"Esposa(o)/ compa¤era(o) (002)",10862,3882,27,4950,1216,209,334,82,162
"Hijo(a)/ hijastro(a) (003)",30837,6242,1672,15752,6248,409,285,102,127
"Yerno/ nuera (004)",644,70,3,302,171,24,49,9,16
"Nieto(a) (005)",2554,707,220,1285,311,8,13,5,5
"Padres/ suegros (006)",895,608,,262,16,1,6,,2
"Otro(a) pariente (007)",3696,1017,108,1565,697,105,103,40,61
"Trabajador(a) del hogar (008)",147,25,,78,42,1,,1,
"Pensionista (009)",118,4,,9,23,14,33,3,32
"Otro(a) no pariente (010)",937,146,17,350,199,58,65,29,73
"Hombres (012)",33829,6470,1009,17563,6402,649,967,252,517
"Jefe o Jefa (013)",12360,2187,10,7034,1766,266,622,118,357
"Esposa(o)/ compa¤era(o) (014)",631,113,,277,151,40,30,7,13
"Hijo(a)/ hijastro(a) (015)",16320,3115,830,8257,3626,229,150,63,50
"Yerno/ nuera (016)",297,22,2,137,77,11,32,7,9
"Nieto(a) (017)",1288,357,112,636,165,3,6,5,4
"Padres/ suegros (018)",250,115,,121,12,,1,,1
"Otro(a) pariente (019)",1999,470,49,854,446,62,68,27,23
"Trabajador(a) del hogar (020)",16,2,,9,4,1,,,
"Pensionista (021)",79,4,,5,18,8,24,3,17
"Otro(a) no pariente (022)",589,85,6,233,137,29,34,22,43
"Mujeres (024)",33483,10258,1049,15557,4743,549,743,170,414
"Jefe o Jefa (025)",4262,1840,1,1533,456,103,200,33,96
"Esposa(o)/ compa¤era(o) (026)",10231,3769,27,4673,1065,169,304,75,149
"Hijo(a)/ hijastro(a) (027)",14517,3127,842,7495,2622,180,135,39,77
"Yerno/ nuera (028)",347,48,1,165,94,13,17,2,7
"Nieto(a) (029)",1266,350,108,649,146,5,7,,1
"Padres/ suegros (030)",645,493,,141,4,1,5,,1
"Otro(a) pariente (031)",1697,547,59,711,251,43,35,13,38
"Trabajador(a) del hogar (032)",131,23,,69,38,,,1,
"Pensionista (033)",39,,,4,5,6,9,,15
"Otro(a) no pariente (034)",348,61,11,117,62,29,31,7,30
,,,,,,,,,
"URBANA (036)",17477,2654,580,6992,4334,826,1117,289,685
"Jefe o Jefa (037)",4728,573,5,1775,1128,289,524,100,334
"Esposa(o)/ compa¤era(o) (038)",2815,477,7,1092,649,141,256,65,128
"Hijo(a)/ hijastro(a) (039)",7149,1076,470,3130,1908,241,172,66,86
"Yerno/ nuera (040)",151,8,,36,45,15,30,5,12
"Nieto(a) (041)",494,120,50,208,98,5,6,2,5
"Padres/ suegros (042)",256,130,,105,12,1,6,,2
"Otro(a) pariente (043)",1227,207,35,439,330,75,69,29,43
"Trabajador(a) del hogar (044)",101,16,,53,30,1,,1,
"Pensionista (045)",73,2,,6,15,13,18,1,18
"Otro(a) no pariente (046)",483,45,13,148,119,45,36,20,57
