"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MOHO (000)",11072,596,855,5900,58,3616,47
"Sin nivel (001)",1800,1,140,982,18,652,7
"Educación inicial (002)",15,,4,7,,3,1
"Primaria (003)",4984,27,390,2814,26,1709,18
"Secundaria (004)",3517,145,292,1890,10,1161,19
"Superior no univ. incompleta (005)",157,37,16,78,,25,1
"Superior no univ. completa (006)",247,160,9,48,,29,1
"Superior univ. incompleta (007)",105,47,3,37,2,16,
"Superior univ. completa (008)",247,179,1,44,2,21,
"Hombres (010)",6130,448,570,3770,34,1301,7
"Sin nivel (011)",521,1,48,356,7,109,
"Educación inicial (012)",5,,2,3,,,
"Primaria (013)",2670,21,252,1858,18,519,2
"Secundaria (014)",2359,107,240,1394,7,607,4
"Superior no univ. incompleta (015)",127,31,15,60,,20,1
"Superior no univ. completa (016)",172,109,9,38,,16,
"Superior univ. incompleta (017)",86,38,3,31,2,12,
"Superior univ. completa (018)",190,141,1,30,,18,
"Mujeres (020)",4942,148,285,2130,24,2315,40
"Sin nivel (021)",1279,,92,626,11,543,7
"Educación inicial (022)",10,,2,4,,3,1
"Primaria (023)",2314,6,138,956,8,1190,16
"Secundaria (024)",1158,38,52,496,3,554,15
"Superior no univ. incompleta (025)",30,6,1,18,,5,
"Superior no univ. completa (026)",75,51,,10,,13,1
"Superior univ. incompleta (027)",19,9,,6,,4,
"Superior univ. completa (028)",57,38,,14,2,3,
,,,,,,,
"URBANA (030)",2828,383,135,1644,14,632,20
"Sin nivel (031)",338,,15,203,5,110,5
"Educación inicial (032)",3,,,3,,,
"Primaria (033)",901,13,32,637,4,210,5
"Secundaria (034)",1127,84,71,685,2,276,9
"Superior no univ. incompleta (035)",91,26,9,44,,12,
"Superior no univ. completa (036)",148,115,5,20,,7,1
"Superior univ. incompleta (037)",75,36,3,26,2,8,
"Superior univ. completa (038)",145,109,,26,1,9,
"Hombres (040)",1637,276,119,995,7,235,5
"Sin nivel (041)",120,,12,86,1,21,
"Educación inicial (042)",2,,,2,,,
"Primaria (043)",481,8,24,381,2,64,2
"Secundaria (044)",700,59,66,445,2,125,3
"Superior no univ. incompleta (045)",69,20,9,30,,10,
"Superior no univ. completa (046)",98,77,5,14,,2,
"Superior univ. incompleta (047)",61,30,3,21,2,5,
"Superior univ. completa (048)",106,82,,16,,8,
"Mujeres (050)",1191,107,16,649,7,397,15
"Sin nivel (051)",218,,3,117,4,89,5
"Educación inicial (052)",1,,,1,,,
"Primaria (053)",420,5,8,256,2,146,3
"Secundaria (054)",427,25,5,240,,151,6
"Superior no univ. incompleta (055)",22,6,,14,,2,
"Superior no univ. completa (056)",50,38,,6,,5,1
"Superior univ. incompleta (057)",14,6,,5,,3,
"Superior univ. completa (058)",39,27,,10,1,1,
,,,,,,,
"RURAL (060)",8244,213,720,4256,44,2984,27
"Sin nivel (061)",1462,1,125,779,13,542,2
"Educación inicial (062)",12,,4,4,,3,1
"Primaria (063)",4083,14,358,2177,22,1499,13
"Secundaria (064)",2390,61,221,1205,8,885,10
"Superior no univ. incompleta (065)",66,11,7,34,,13,1
"Superior no univ. completa (066)",99,45,4,28,,22,
"Superior univ. incompleta (067)",30,11,,11,,8,
"Superior univ. completa (068)",102,70,1,18,1,12,
"Hombres (070)",4493,172,451,2775,27,1066,2
"Sin nivel (071)",401,1,36,270,6,88,
"Educación inicial (072)",3,,2,1,,,
"Primaria (073)",2189,13,228,1477,16,455,
"Secundaria (074)",1659,48,174,949,5,482,1
"Superior no univ. incompleta (075)",58,11,6,30,,10,1
"Superior no univ. completa (076)",74,32,4,24,,14,
"Superior univ. incompleta (077)",25,8,,10,,7,
"Superior univ. completa (078)",84,59,1,14,,10,
"Mujeres (080)",3751,41,269,1481,17,1918,25
"Sin nivel (081)",1061,,89,509,7,454,2
"Educación inicial (082)",9,,2,3,,3,1
"Primaria (083)",1894,1,130,700,6,1044,13
"Secundaria (084)",731,13,47,256,3,403,9
"Superior no univ. incompleta (085)",8,,1,4,,3,
"Superior no univ. completa (086)",25,13,,4,,8,
"Superior univ. incompleta (087)",5,3,,1,,1,
"Superior univ. completa (088)",18,11,,4,1,2,
