"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LORETO (000)",56058,9312,1815,26574,14560,1088,1085,583,1041
"Quechua (001)",548,146,8,256,115,6,5,6,6
"Aymara (002)",9,1,1,4,2,1,,,
"Ashaninca (003)",8,2,,5,1,,,,
"Otra lengua nativa (004)",4618,2725,90,1505,257,18,1,13,9
"Castellano (005)",50795,6382,1715,24786,14182,1062,1079,564,1025
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",79,56,1,18,3,1,,,
"Hombres (009)",30140,4138,918,13513,8988,712,752,415,704
"Quechua (010)",303,49,4,138,92,4,4,6,6
"Aymara (011)",3,,,2,,1,,,
"Ashaninca (012)",3,1,,1,1,,,,
"Otra lengua nativa (013)",2341,1180,48,876,205,15,1,12,4
"Castellano (014)",27449,2878,866,12486,8690,692,747,397,693
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",40,30,,10,,,,,
"Mujeres (018)",25918,5174,897,13061,5572,376,333,168,337
"Quechua (019)",245,97,4,118,23,2,1,,
"Aymara (020)",6,1,1,2,2,,,,
"Ashaninca (021)",5,1,,4,,,,,
"Otra lengua nativa (022)",2277,1545,42,629,52,3,,1,5
"Castellano (023)",23346,3504,849,12300,5492,370,332,167,332
"Es sordomudo/a (025)",39,26,1,8,3,1,,,
,,,,,,,,,
"URBANA (027)",24085,2262,756,9702,8479,827,870,423,766
"Quechua (028)",163,28,1,64,55,2,4,4,5
"Aymara (029)",6,,,3,2,1,,,
"Ashaninca (030)",3,,,3,,,,,
"Otra lengua nativa (031)",234,39,4,105,72,3,,4,7
"Castellano (032)",23651,2179,751,9519,8348,820,866,415,753
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",27,16,,8,2,1,,,
"Hombres (036)",13077,992,373,4716,5042,527,597,296,534
"Quechua (037)",109,7,1,40,48,1,3,4,5
"Aymara (038)",3,,,2,,1,,,
"Otra lengua nativa (040)",139,12,2,61,56,2,,3,3
"Castellano (041)",12814,966,370,4609,4938,523,594,289,525
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",11,7,,4,,,,,
"Mujeres (045)",11008,1270,383,4986,3437,300,273,127,232
"Quechua (046)",54,21,,24,7,1,1,,
"Aymara (047)",3,,,1,2,,,,
"Ashaninca (048)",3,,,3,,,,,
"Otra lengua nativa (049)",95,27,2,44,16,1,,1,4
"Castellano (050)",10837,1213,381,4910,3410,297,272,126,228
"Es sordomudo/a (052)",16,9,,4,2,1,,,
,,,,,,,,,
"RURAL (054)",31973,7050,1059,16872,6081,261,215,160,275
"Quechua (055)",385,118,7,192,60,4,1,2,1
"Aymara (056)",3,1,1,1,,,,,
"Ashaninca (057)",5,2,,2,1,,,,
"Otra lengua nativa (058)",4384,2686,86,1400,185,15,1,9,2
"Castellano (059)",27144,4203,964,15267,5834,242,213,149,272
"Es sordomudo/a (061)",52,40,1,10,1,,,,
"Hombres (063)",17063,3146,545,8797,3946,185,155,119,170
"Quechua (064)",194,42,3,98,44,3,1,2,1
"Ashaninca (066)",3,1,,1,1,,,,
"Otra lengua nativa (067)",2202,1168,46,815,149,13,1,9,1
"Castellano (068)",14635,1912,496,7877,3752,169,153,108,168
"Es sordomudo/a (070)",29,23,,6,,,,,
"Mujeres (072)",14910,3904,514,8075,2135,76,60,41,105
"Quechua (073)",191,76,4,94,16,1,,,
"Aymara (074)",3,1,1,1,,,,,
"Ashaninca (075)",2,1,,1,,,,,
"Otra lengua nativa (076)",2182,1518,40,585,36,2,,,1
"Castellano (077)",12509,2291,468,7390,2082,73,60,41,104
"Es sordomudo/a (079)",23,17,1,4,1,,,,
