"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",4571,40,1672,1448,505,150,72,25,2,,657
"Conviviente (001)",1634,17,700,521,148,37,18,3,,,190
"Separado(a) (002)",246,6,90,81,29,11,5,1,,,23
"Casado(a) (003)",1992,11,737,718,270,85,34,12,,,125
"Viudo(a) (004)",261,4,99,81,27,12,10,7,2,,19
"Divorciado(a) (005)",12,,3,4,2,1,,,,,2
"Soltero(a) (006)",426,2,43,43,29,4,5,2,,,298
,,,,,,,,,,,
"URBANA (008)",3584,30,1335,1119,378,115,56,19,2,,530
"Conviviente (009)",1328,12,578,420,112,28,14,2,,,162
"Separado(a) (010)",211,6,79,67,28,7,5,,,,19
"Casado(a) (011)",1509,8,574,541,193,68,29,9,,,87
"Viudo(a) (012)",179,2,65,56,21,8,5,7,2,,13
"Divorciado(a) (013)",10,,3,2,2,1,,,,,2
"Soltero(a) (014)",347,2,36,33,22,3,3,1,,,247
,,,,,,,,,,,
"RURAL (016)",987,10,337,329,127,35,16,6,,,127
"Conviviente (017)",306,5,122,101,36,9,4,1,,,28
"Separado(a) (018)",35,,11,14,1,4,,1,,,4
"Casado(a) (019)",483,3,163,177,77,17,5,3,,,38
"Viudo(a) (020)",82,2,34,25,6,4,5,,,,6
"Divorciado(a) (021)",2,,,2,,,,,,,
"Soltero(a) (022)",79,,7,10,7,1,2,1,,,51
