"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,,,
"Viviendas particulares (001)",2163,390,50,12,126,13,68,23,1481
"Ocupantes presentes (002)",7421,1557,167,40,434,41,238,74,4870
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2036,387,49,12,109,11,65,20,1383
"Ocupantes presentes (005)",6991,1544,166,40,357,31,233,62,4558
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",7,,,,2,,,,5
"Ocupantes presentes (011)",28,,,,7,,,,21
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",96,3,1,,14,1,3,3,71
"Ocupantes presentes (014)",293,13,1,,69,8,5,12,185
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",22,,,,,,,,22
"Ocupantes presentes (017)",106,,,,,,,,106
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,,1,1,,,
"Ocupantes presentes (023)",3,,,,1,2,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1705,359,43,10,103,13,66,23,1088
"Ocupantes presentes (029)",5917,1419,140,37,382,41,234,74,3590
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1601,356,42,10,87,11,63,20,1012
"Ocupantes presentes (032)",5594,1406,139,37,306,31,229,62,3384
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",7,,,,2,,,,5
"Ocupantes presentes (038)",28,,,,7,,,,21
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",96,3,1,,14,1,3,3,71
"Ocupantes presentes (041)",293,13,1,,69,8,5,12,185
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,1,,,
"Ocupantes presentes (050)",2,,,,,2,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",458,31,7,2,23,,2,,393
"Ocupantes presentes (056)",1504,138,27,3,52,,4,,1280
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",435,31,7,2,22,,2,,371
"Ocupantes presentes (059)",1397,138,27,3,51,,4,,1174
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",22,,,,,,,,22
"Ocupantes presentes (071)",106,,,,,,,,106
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,1,,,,
"Ocupantes presentes (077)",1,,,,1,,,,
"Otro tipo",,,,,,,,,
