"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia TAYACAJA",,,,,,
"Viviendas particulares (001)",25505,25131,323,46,5,
"Ocupantes presentes (002)",104406,101284,2514,532,76,
"Casa independiente",,,,,,
"Viviendas particulares (004)",24186,23856,290,36,4,
"Ocupantes presentes (005)",98964,96231,2261,413,59,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",3,3,,,,
"Ocupantes presentes (008)",12,12,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",73,61,12,,,
"Ocupantes presentes (011)",330,229,101,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",117,86,20,10,1,
"Ocupantes presentes (014)",618,336,146,119,17,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1097,1096,1,,,
"Ocupantes presentes (017)",4415,4409,6,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",10,10,,,,
"Ocupantes presentes (020)",33,33,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",17,17,,,,
"Ocupantes presentes (023)",30,30,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",4,4,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",6179,5889,243,42,5,
"Ocupantes presentes (029)",25197,22710,1914,497,76,
"Casa independiente",,,,,,
"Viviendas particulares (031)",5967,5720,211,32,4,
"Ocupantes presentes (032)",24195,22091,1667,378,59,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",3,3,,,,
"Ocupantes presentes (035)",12,12,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",73,61,12,,,
"Ocupantes presentes (038)",330,229,101,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",117,86,20,10,1,
"Ocupantes presentes (041)",618,336,146,119,17,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",10,10,,,,
"Ocupantes presentes (047)",33,33,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",9,9,,,,
"Ocupantes presentes (050)",9,9,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",19326,19242,80,4,,
"Ocupantes presentes (056)",79209,78574,600,35,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",18219,18136,79,4,,
"Ocupantes presentes (059)",74769,74140,594,35,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1097,1096,1,,,
"Ocupantes presentes (071)",4415,4409,6,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",8,8,,,,
"Ocupantes presentes (077)",21,21,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",2,2,,,,
"Ocupantes presentes (080)",4,4,,,,
