"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia AYABACA (000)",69341,11674,22626,18214,16827
"Asiste actualmente (001)",40477,3398,20397,13649,3033
"No asiste (002)",28864,8276,2229,4565,13794
"Hombres (004)",35824,5884,11495,9418,9027
"Asiste actualmente (005)",21001,1694,10388,7177,1742
"No asiste (006)",14823,4190,1107,2241,7285
"Mujeres (008)",33517,5790,11131,8796,7800
"Asiste actualmente (009)",19476,1704,10009,6472,1291
"No asiste (010)",14041,4086,1122,2324,6509
,,,,,
"URBANA (012)",6942,882,1921,2015,2124
"Asiste actualmente (013)",5017,567,1846,1836,768
"No asiste (014)",1925,315,75,179,1356
"Hombres (016)",3438,434,959,932,1113
"Asiste actualmente (017)",2445,271,922,857,395
"No asiste (018)",993,163,37,75,718
"Mujeres (020)",3504,448,962,1083,1011
"Asiste actualmente (021)",2572,296,924,979,373
"No asiste (022)",932,152,38,104,638
,,,,,
"RURAL (024)",62399,10792,20705,16199,14703
"Asiste actualmente (025)",35460,2831,18551,11813,2265
"No asiste (026)",26939,7961,2154,4386,12438
"Hombres (028)",32386,5450,10536,8486,7914
"Asiste actualmente (029)",18556,1423,9466,6320,1347
"No asiste (030)",13830,4027,1070,2166,6567
"Mujeres (032)",30013,5342,10169,7713,6789
"Asiste actualmente (033)",16904,1408,9085,5493,918
"No asiste (034)",13109,3934,1084,2220,5871
