"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia YUNGUYO",,,,,,,
"Viviendas particulares (001)",13233,2030,155,362,6246,235,4205
"Ocupantes presentes (002)",47148,7931,575,1271,23113,744,13514
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12997,1998,150,360,6165,233,4091
"Ocupantes presentes (005)",46455,7814,556,1269,22813,741,13262
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",8,5,3,,,,
"Ocupantes presentes (008)",32,25,7,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",17,14,1,,,,2
"Ocupantes presentes (011)",61,53,5,,,,3
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",12,9,1,,,,2
"Ocupantes presentes (014)",58,31,7,,,,20
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",191,1,,1,77,2,110
"Ocupantes presentes (017)",527,1,,1,293,3,229
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",6,3,,1,2,,
"Ocupantes presentes (023)",11,7,,1,3,,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,2,,
"Ocupantes presentes (026)",4,,,,4,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4466,2007,131,184,1350,24,770
"Ocupantes presentes (029)",17145,7854,484,744,5412,89,2562
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4422,1976,126,183,1347,24,766
"Ocupantes presentes (032)",16981,7738,465,743,5407,89,2539
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",8,5,3,,,,
"Ocupantes presentes (035)",32,25,7,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",17,14,1,,,,2
"Ocupantes presentes (038)",61,53,5,,,,3
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",12,9,1,,,,2
"Ocupantes presentes (041)",58,31,7,,,,20
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",5,3,,1,1,,
"Ocupantes presentes (050)",9,7,,1,1,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,2,,
"Ocupantes presentes (053)",4,,,,4,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8767,23,24,178,4896,211,3435
"Ocupantes presentes (056)",30003,77,91,527,17701,655,10952
"Casa independiente",,,,,,,
"Viviendas particulares (058)",8575,22,24,177,4818,209,3325
"Ocupantes presentes (059)",29474,76,91,526,17406,652,10723
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",191,1,,1,77,2,110
"Ocupantes presentes (071)",527,1,,1,293,3,229
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",2,,,,2,,
"Otro tipo",,,,,,,
