"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia HUAROCHIRI",,,,,,,,,
"Viviendas particulares (001)",18458,6226,5726,3033,1875,748,438,161,251
"Ocupantes presentes (002)",69102,20146,20788,12350,8060,3579,2079,847,1253
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",16749,5140,5401,2892,1758,719,432,158,249
"Ocupantes presentes (005)",63469,17020,19533,11780,7593,3402,2058,841,1242
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",192,22,27,59,72,9,2,,1
"Ocupantes presentes (008)",605,60,72,165,242,55,8,,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",437,333,65,12,13,6,4,3,1
"Ocupantes presentes (011)",1444,1018,237,43,63,56,13,6,8
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",362,197,100,33,23,9,,,
"Ocupantes presentes (014)",1522,706,487,172,116,41,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",510,396,83,21,5,5,,,
"Ocupantes presentes (017)",1377,942,300,86,24,25,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",156,100,38,15,3,,,,
"Ocupantes presentes (020)",515,276,126,100,13,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",39,25,12,1,1,,,,
"Ocupantes presentes (023)",128,82,33,4,9,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",13,13,,,,,,,
"Ocupantes presentes (026)",42,42,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",12149,3658,3715,2047,1440,595,352,138,204
"Ocupantes presentes (029)",47675,12316,13916,8589,6363,2905,1751,745,1090
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",10972,2985,3478,1927,1328,571,346,135,202
"Ocupantes presentes (032)",43493,10193,12974,8105,5920,2753,1730,739,1079
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",192,22,27,59,72,9,2,,1
"Ocupantes presentes (035)",605,60,72,165,242,55,8,,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",437,333,65,12,13,6,4,3,1
"Ocupantes presentes (038)",1444,1018,237,43,63,56,13,6,8
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",362,197,100,33,23,9,,,
"Ocupantes presentes (041)",1522,706,487,172,116,41,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",156,100,38,15,3,,,,
"Ocupantes presentes (047)",515,276,126,100,13,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",26,17,7,1,1,,,,
"Ocupantes presentes (050)",87,54,20,4,9,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,4,,,,,,,
"Ocupantes presentes (053)",9,9,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6309,2568,2011,986,435,153,86,23,47
"Ocupantes presentes (056)",21427,7830,6872,3761,1697,674,328,102,163
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5777,2155,1923,965,430,148,86,23,47
"Ocupantes presentes (059)",19976,6827,6559,3675,1673,649,328,102,163
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",510,396,83,21,5,5,,,
"Ocupantes presentes (071)",1377,942,300,86,24,25,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",13,8,5,,,,,,
"Ocupantes presentes (077)",41,28,13,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",9,9,,,,,,,
"Ocupantes presentes (080)",33,33,,,,,,,
