"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CUSCO",,,,,,,
"Viviendas particulares (001)",88337,29280,92,3756,47112,2227,5870
"Ocupantes presentes (002)",357236,96099,369,16587,212188,8463,23530
"Casa independiente",,,,,,,
"Viviendas particulares (004)",66510,17003,92,2891,40610,1719,4195
"Ocupantes presentes (005)",282743,59064,369,13214,186177,6619,17300
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",5841,2754,,590,2005,99,393
"Ocupantes presentes (008)",20399,8774,,2141,7712,364,1408
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",4844,2901,,113,1380,113,337
"Ocupantes presentes (011)",16408,8417,,554,5783,420,1234
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",10490,6429,,157,2975,232,697
"Ocupantes presentes (014)",35581,19311,,657,12030,908,2675
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",269,1,,3,44,29,192
"Ocupantes presentes (017)",1046,2,,14,167,71,792
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",115,35,,2,21,14,43
"Ocupantes presentes (020)",278,91,,7,63,33,84
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",136,72,,,34,18,12
"Ocupantes presentes (023)",420,216,,,131,41,32
"Otro tipo",,,,,,,
"Viviendas particulares (025)",132,85,,,43,3,1
"Ocupantes presentes (026)",361,224,,,125,7,5
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",84469,28977,90,3699,44688,1736,5279
"Ocupantes presentes (029)",341229,94978,366,16336,201800,6702,21047
"Casa independiente",,,,,,,
"Viviendas particulares (031)",62912,16701,90,2837,38231,1257,3796
"Ocupantes presentes (032)",267790,57945,366,12977,175964,4929,15609
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",5841,2754,,590,2005,99,393
"Ocupantes presentes (035)",20399,8774,,2141,7712,364,1408
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",4844,2901,,113,1380,113,337
"Ocupantes presentes (038)",16408,8417,,554,5783,420,1234
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",10490,6429,,157,2975,232,697
"Ocupantes presentes (041)",35581,19311,,657,12030,908,2675
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",115,35,,2,21,14,43
"Ocupantes presentes (047)",278,91,,7,63,33,84
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",135,72,,,33,18,12
"Ocupantes presentes (050)",412,216,,,123,41,32
"Otro tipo",,,,,,,
"Viviendas particulares (052)",132,85,,,43,3,1
"Ocupantes presentes (053)",361,224,,,125,7,5
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3868,303,2,57,2424,491,591
"Ocupantes presentes (056)",16007,1121,3,251,10388,1761,2483
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3598,302,2,54,2379,462,399
"Ocupantes presentes (059)",14953,1119,3,237,10213,1690,1691
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",269,1,,3,44,29,192
"Ocupantes presentes (071)",1046,2,,14,167,71,792
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",8,,,,8,,
"Otro tipo",,,,,,,
