"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CELENDIN (000)",22834,154,472,1117,2231,4691,8627,5542
"De 12 a 14 años (001)",53,,,,,,8,45
"De 15 a 19 años (002)",790,,,,,,444,346
"De 20 a 24 años (003)",2621,,,,,8,1630,983
"De 25 a 29 años (004)",2866,,,,,170,1951,745
"De 30 a 34 años (005)",2644,,,,,460,1658,526
"De 35 a 39 años (006)",2653,,,,22,783,1414,434
"De 40 a 44 años (007)",2241,,,,90,879,921,351
"De 45 a 49 años (008)",1888,,,3,223,920,487,255
"De 50 y más años (009)",7078,154,472,1114,1896,1471,114,1857
"PEA (010)",4857,11,51,179,475,1122,1727,1292
"De 12 a 14 años (011)",7,,,,,,,7
"De 15 a 19 años (012)",112,,,,,,58,54
"De 20 a 24 años (013)",472,,,,,1,267,204
"De 25 a 29 años (014)",632,,,,,34,378,220
"De 30 a 34 años (015)",680,,,,,136,392,152
"De 35 a 39 años (016)",706,,,,11,225,329,141
"De 40 a 44 años (017)",583,,,,31,222,207,123
"De 45 a 49 años (018)",470,,,1,69,237,78,85
"De 50 y más años (019)",1195,11,51,178,364,267,18,306
"Ocupada (020)",4633,11,48,178,464,1085,1645,1202
"De 12 a 14 años (021)",6,,,,,,,6
"De 15 a 19 años (022)",98,,,,,,54,44
"De 20 a 24 años (023)",418,,,,,1,242,175
"De 25 a 29 años (024)",598,,,,,31,360,207
"De 30 a 34 años (025)",648,,,,,131,375,142
"De 35 a 39 años (026)",683,,,,11,220,319,133
"De 40 a 44 años (027)",564,,,,29,216,203,116
"De 45 a 49 años (028)",453,,,1,68,229,74,81
"De 50 y más años (029)",1165,11,48,177,356,257,18,298
"Desocupada (030)",224,,3,1,11,37,82,90
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",14,,,,,,4,10
"De 20 a 24 años (033)",54,,,,,,25,29
"De 25 a 29 años (034)",34,,,,,3,18,13
"De 30 a 34 años (035)",32,,,,,5,17,10
"De 35 a 39 años (036)",23,,,,,5,10,8
"De 40 a 44 años (037)",19,,,,2,6,4,7
"De 45 a 49 años (038)",17,,,,1,8,4,4
"De 50 y más años (039)",30,,3,1,8,10,,8
"No PEA (040)",17977,143,421,938,1756,3569,6900,4250
"De 12 a 14 años (041)",46,,,,,,8,38
"De 15 a 19 años (042)",678,,,,,,386,292
"De 20 a 24 años (043)",2149,,,,,7,1363,779
"De 25 a 29 años (044)",2234,,,,,136,1573,525
"De 30 a 34 años (045)",1964,,,,,324,1266,374
"De 35 a 39 años (046)",1947,,,,11,558,1085,293
