"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia QUISPICANCHI (000)",45322,43896,1426
"Hombres (001)",22546,22007,539
"Mujeres (002)",22776,21889,887
"De 18 a 29 años (003)",15060,14499,561
"Hombres (004)",7659,7376,283
"Mujeres (005)",7401,7123,278
"De 30 a 44 años (006)",14468,14338,130
"Hombres (007)",7382,7331,51
"Mujeres (008)",7086,7007,79
"De 45 a 64 años (009)",10632,10387,245
"Hombres (010)",5272,5197,75
"Mujeres (011)",5360,5190,170
"De 65 y más años (012)",5162,4672,490
"Hombres (013)",2233,2103,130
"Mujeres (014)",2929,2569,360
,,,
"URBANA (015)",17376,16871,505
"Hombres (016)",8671,8493,178
"Mujeres (017)",8705,8378,327
"De 18 a 29 años (018)",5785,5542,243
"Hombres (019)",2905,2790,115
"Mujeres (020)",2880,2752,128
"De 30 a 44 años (021)",5690,5647,43
"Hombres (022)",2922,2911,11
"Mujeres (023)",2768,2736,32
"De 45 a 64 años (024)",3951,3881,70
"Hombres (025)",2003,1989,14
"Mujeres (026)",1948,1892,56
"De 65 y más años (027)",1950,1801,149
"Hombres (028)",841,803,38
"Mujeres (029)",1109,998,111
,,,
"RURAL (030)",27946,27025,921
"Hombres (031)",13875,13514,361
"Mujeres (032)",14071,13511,560
"De 18 a 29 años (033)",9275,8957,318
"Hombres (034)",4754,4586,168
"Mujeres (035)",4521,4371,150
"De 30 a 44 años (036)",8778,8691,87
"Hombres (037)",4460,4420,40
"Mujeres (038)",4318,4271,47
"De 45 a 64 años (039)",6681,6506,175
"Hombres (040)",3269,3208,61
"Mujeres (041)",3412,3298,114
"De 65 y más años (042)",3212,2871,341
"Hombres (043)",1392,1300,92
"Mujeres (044)",1820,1571,249
